time, tp_a, tp_b, diff
20372,0.01,0.04,-0.03
20396,0.01,0.04,-0.03
20420,0.01,0.05,-0.04
20444,0.01,0.05,-0.04
20467,0.01,0.06,-0.04
20492,0.0,0.05,-0.05
20515,0.01,0.04,-0.03
20539,0.01,0.06,-0.05
20563,0.0,0.05,-0.05
20587,0.01,0.04,-0.03
20611,0.01,0.06,-0.05
20635,0.02,0.05,-0.03
20659,0.01,0.05,-0.04
20682,0.01,0.04,-0.03
20707,0.01,0.05,-0.04
20730,0.01,0.06,-0.05
20755,0.0,0.04,-0.03
20779,0.01,0.04,-0.03
20802,0.01,0.05,-0.04
20827,0.0,0.05,-0.04
20850,0.01,0.05,-0.04
20874,0.01,0.05,-0.04
20898,0.02,0.05,-0.03
20922,0.02,0.06,-0.04
20945,0.01,0.05,-0.04
20970,0.01,0.05,-0.03
20994,0.02,0.05,-0.03
21017,0.01,0.05,-0.04
21042,0.01,0.05,-0.04
21065,0.02,0.05,-0.03
21090,0.02,0.06,-0.04
21113,0.01,0.04,-0.03
21137,0.01,0.05,-0.04
21161,0.01,0.05,-0.04
21185,0.01,0.06,-0.05
21209,0.0,0.05,-0.04
21233,0.01,0.05,-0.04
21257,0.01,0.06,-0.05
21280,0.01,0.06,-0.05
21305,0.0,0.03,-0.03
21328,0.01,0.05,-0.04
21353,0.01,0.04,-0.03
21377,0.0,0.06,-0.05
21400,0.01,0.05,-0.04
21425,0.01,0.04,-0.03
21448,0.01,0.06,-0.05
21472,0.01,0.05,-0.04
21496,0.01,0.05,-0.04
21520,0.01,0.05,-0.04
21543,0.02,0.06,-0.04
21568,0.0,0.05,-0.04
21592,0.01,0.04,-0.03
21615,0.01,0.05,-0.04
21640,0.01,0.06,-0.04
21663,0.0,0.04,-0.04
21688,0.01,0.05,-0.04
21711,0.01,0.05,-0.04
21735,0.01,0.05,-0.04
21760,0.01,0.04,-0.03
21783,0.01,0.05,-0.04
21807,0.01,0.04,-0.03
21831,0.01,0.05,-0.04
21855,0.01,0.05,-0.03
21878,0.01,0.05,-0.04
21903,0.0,0.05,-0.05
21926,0.0,0.04,-0.04
21951,0.01,0.05,-0.04
21975,0.02,0.06,-0.04
21998,0.02,0.05,-0.03
22023,0.0,0.04,-0.04
22046,0.0,0.05,-0.04
22070,0.01,0.06,-0.04
22094,0.0,0.04,-0.04
22118,0.0,0.05,-0.04
22141,0.01,0.05,-0.04
22166,0.02,0.06,-0.04
22190,0.01,0.04,-0.03
22213,0.01,0.04,-0.03
22238,0.01,0.05,-0.03
22261,0.01,0.05,-0.04
22286,0.0,0.04,-0.04
22309,0.01,0.05,-0.04
22333,0.01,0.05,-0.04
22358,0.01,0.06,-0.05
22381,0.0,0.04,-0.04
22405,0.01,0.05,-0.04
22429,0.02,0.06,-0.04
22453,0.0,0.06,-0.06
22476,0.01,0.05,-0.04
22501,0.01,0.05,-0.04
22524,0.01,0.04,-0.03
22548,0.0,0.04,-0.04
22573,0.01,0.05,-0.04
22596,0.01,0.06,-0.04
22621,0.02,0.06,-0.04
22644,0.0,0.04,-0.04
22668,0.0,0.04,-0.04
22692,0.01,0.04,-0.02
22716,0.01,0.05,-0.04
22739,0.0,0.05,-0.04
22764,0.01,0.06,-0.04
22788,0.01,0.05,-0.04
22811,0.01,0.06,-0.04
22836,0.0,0.03,-0.03
22859,0.01,0.05,-0.04
22884,0.01,0.05,-0.04
22907,0.01,0.05,-0.04
22931,0.0,0.05,-0.04
22956,0.01,0.06,-0.05
22979,0.0,0.04,-0.04
23003,0.01,0.05,-0.04
23027,0.0,0.04,-0.04
23051,0.01,0.05,-0.04
23074,0.01,0.05,-0.04
23099,0.01,0.05,-0.04
23122,0.01,0.05,-0.03
23146,0.02,0.05,-0.03
23171,0.01,0.05,-0.04
23194,0.0,0.04,-0.04
23219,0.02,0.06,-0.04
23242,0.01,0.05,-0.04
23266,0.01,0.05,-0.04
23290,0.01,0.04,-0.03
23314,0.02,0.05,-0.03
23337,0.02,0.06,-0.04
23362,0.0,0.04,-0.04
23386,0.01,0.04,-0.03
23409,0.01,0.06,-0.05
23434,0.01,0.06,-0.04
23457,0.0,0.04,-0.04
23482,0.01,0.05,-0.04
23505,0.02,0.05,-0.03
23529,0.0,0.05,-0.04
23554,0.0,0.05,-0.05
23577,0.0,0.05,-0.04
23601,0.02,0.06,-0.04
23625,0.02,0.05,-0.03
23649,0.0,0.05,-0.05
23672,0.01,0.06,-0.05
23697,0.02,0.05,-0.03
23720,0.0,0.06,-0.05
23744,0.0,0.05,-0.04
23769,0.01,0.04,-0.03
23792,0.01,0.06,-0.05
23817,0.0,0.05,-0.05
23840,0.0,0.05,-0.05
23864,0.01,0.05,-0.04
23888,0.02,0.05,-0.03
23912,0.01,0.04,-0.03
23936,0.0,0.04,-0.04
23960,0.01,0.05,-0.04
23984,0.02,0.05,-0.03
24007,0.0,0.05,-0.05
24032,0.01,0.04,-0.03
24055,0.01,0.05,-0.03
24079,0.0,0.04,-0.04
24103,0.0,0.04,-0.04
24127,0.01,0.05,-0.04
24152,0.02,0.06,-0.04
24175,0.0,0.04,-0.04
24199,0.01,0.05,-0.04
24223,0.01,0.05,-0.04
24247,0.01,0.04,-0.03
24270,0.01,0.05,-0.04
24295,0.01,0.06,-0.05
24318,0.01,0.05,-0.04
24342,0.02,0.06,-0.04
24367,0.0,0.05,-0.05
24390,0.01,0.04,-0.03
24415,0.0,0.06,-0.05
24438,0.0,0.04,-0.04
24462,0.01,0.05,-0.04
24486,0.01,0.05,-0.04
24510,0.01,0.06,-0.04
24534,0.01,0.04,-0.03
24558,0.01,0.04,-0.03
24582,0.01,0.07,-0.06
24605,0.01,0.06,-0.05
24630,0.01,0.05,-0.03
24653,0.0,0.04,-0.04
24677,0.01,0.06,-0.04
24701,0.01,0.04,-0.03
24725,0.01,0.05,-0.04
24750,0.01,0.04,-0.03
24773,0.01,0.06,-0.05
24797,0.01,0.05,-0.04
24821,0.0,0.05,-0.05
24845,0.01,0.05,-0.03
24868,0.02,0.04,-0.02
24893,0.0,0.04,-0.03
24916,0.01,0.05,-0.04
24940,0.02,0.06,-0.04
24965,0.0,0.05,-0.04
24988,0.01,0.04,-0.03
25013,0.0,0.04,-0.04
25036,0.01,0.05,-0.04
25060,0.01,0.05,-0.04
25084,0.0,0.05,-0.05
25108,0.0,0.04,-0.04
25132,0.01,0.05,-0.04
25156,0.01,0.05,-0.04
25180,0.01,0.05,-0.04
25203,0.0,0.05,-0.04
25228,0.02,0.06,-0.04
25251,0.01,0.05,-0.04
25275,0.0,0.04,-0.04
25299,0.01,0.05,-0.04
25323,0.02,0.06,-0.04
25348,0.01,0.05,-0.04
25371,0.01,0.05,-0.03
25395,0.01,0.06,-0.04
25419,0.01,0.06,-0.05
25443,0.01,0.04,-0.03
25466,0.02,0.05,-0.03
25491,0.0,0.05,-0.04
25515,0.0,0.04,-0.03
25538,0.0,0.04,-0.04
25563,0.01,0.04,-0.03
25586,0.02,0.06,-0.04
25610,0.0,0.04,-0.04
25634,0.0,0.05,-0.04
25658,0.01,0.05,-0.04
25682,0.01,0.06,-0.05
25706,0.0,0.06,-0.06
25730,0.01,0.05,-0.03
25754,0.02,0.05,-0.03
25778,0.01,0.05,-0.04
25801,0.0,0.04,-0.04
25826,0.0,0.04,-0.04
25849,0.01,0.05,-0.03
25873,0.01,0.05,-0.04
25897,0.0,0.05,-0.05
25921,0.01,0.05,-0.04
25946,0.0,0.05,-0.04
25969,0.01,0.05,-0.04
25993,0.0,0.05,-0.05
26017,0.01,0.05,-0.04
26041,0.01,0.06,-0.04
26064,0.01,0.05,-0.04
26089,0.0,0.05,-0.05
26113,0.01,0.05,-0.04
26136,0.02,0.05,-0.03
26161,0.0,0.04,-0.04
26184,0.0,0.04,-0.04
26208,0.01,0.05,-0.04
26232,0.01,0.05,-0.04
26256,0.0,0.05,-0.05
26280,0.02,0.05,-0.03
26304,0.02,0.05,-0.03
26328,0.0,0.04,-0.04
26352,0.0,0.05,-0.05
26376,0.0,0.05,-0.05
26399,0.01,0.06,-0.05
26424,0.01,0.04,-0.03
26447,0.0,0.05,-0.04
26471,0.01,0.05,-0.04
26496,0.0,0.04,-0.04
26519,0.0,0.04,-0.04
26544,0.01,0.04,-0.03
26567,0.01,0.05,-0.04
26591,0.0,0.05,-0.04
26615,0.0,0.04,-0.04
26639,0.01,0.05,-0.04
26662,0.01,0.05,-0.04
26687,0.01,0.05,-0.04
26711,0.0,0.04,-0.04
26734,0.01,0.04,-0.03
26759,0.02,0.04,-0.02
26782,0.0,0.05,-0.05
26806,0.01,0.04,-0.03
26830,0.01,0.05,-0.04
26854,0.01,0.05,-0.04
26878,0.01,0.04,-0.03
26902,0.0,0.04,-0.04
26926,0.01,0.05,-0.04
26950,0.0,0.06,-0.05
26974,0.0,0.04,-0.04
26997,0.02,0.05,-0.03
27022,0.01,0.05,-0.04
27045,0.01,0.04,-0.03
27069,0.0,0.04,-0.04
27094,0.02,0.05,-0.03
27117,0.02,0.04,-0.02
27141,0.0,0.06,-0.05
27165,0.01,0.04,-0.03
27189,0.01,0.05,-0.03
27213,0.0,0.06,-0.05
27237,0.01,0.05,-0.04
27260,0.01,0.04,-0.03
27285,0.01,0.05,-0.03
27309,0.01,0.06,-0.04
27332,0.01,0.04,-0.02
27357,0.01,0.05,-0.03
27380,0.01,0.05,-0.03
27404,0.02,0.04,-0.02
27428,0.01,0.05,-0.03
27452,0.01,0.06,-0.05
27476,0.02,0.06,-0.04
27500,0.01,0.05,-0.03
27524,0.01,0.04,-0.03
27548,0.02,0.05,-0.03
27572,0.01,0.05,-0.04
27595,0.0,0.04,-0.04
27620,0.0,0.04,-0.04
27643,0.01,0.05,-0.04
27667,0.0,0.06,-0.05
27692,0.0,0.05,-0.05
27715,0.01,0.05,-0.03
27739,0.01,0.05,-0.04
27763,0.01,0.05,-0.04
27787,0.0,0.04,-0.04
27811,0.01,0.05,-0.03
27835,0.0,0.05,-0.04
27858,0.0,0.05,-0.04
27883,0.0,0.04,-0.03
27907,0.01,0.06,-0.05
27930,0.02,0.06,-0.04
27955,0.0,0.04,-0.04
27978,0.01,0.05,-0.04
28002,0.01,0.05,-0.04
28026,0.0,0.05,-0.04
28050,0.0,0.04,-0.04
28075,0.01,0.04,-0.03
28098,0.01,0.05,-0.03
28122,0.0,0.05,-0.05
28146,0.0,0.04,-0.04
28170,0.01,0.06,-0.05
28193,0.01,0.05,-0.03
28218,0.0,0.05,-0.04
28241,0.0,0.04,-0.04
28265,0.01,0.05,-0.04
28290,0.0,0.05,-0.04
28313,0.0,0.04,-0.04
28337,0.01,0.05,-0.04
28361,0.02,0.05,-0.03
28385,0.0,0.06,-0.05
28409,0.0,0.04,-0.04
28433,0.01,0.05,-0.04
28456,0.0,0.05,-0.05
28481,0.0,0.04,-0.04
28505,0.01,0.05,-0.04
28528,0.01,0.05,-0.04
28553,0.01,0.05,-0.04
28576,0.01,0.05,-0.04
28600,0.01,0.04,-0.03
28624,0.01,0.05,-0.04
28648,0.02,0.04,-0.02
28672,0.0,0.04,-0.04
28696,0.0,0.04,-0.04
28720,0.01,0.06,-0.05
28744,0.0,0.05,-0.04
28768,0.0,0.05,-0.04
28791,0.01,0.04,-0.03
28816,0.01,0.05,-0.03
28839,0.01,0.04,-0.03
28863,0.01,0.05,-0.04
28888,0.0,0.05,-0.05
28911,0.01,0.05,-0.04
28935,0.01,0.05,-0.04
28959,0.01,0.04,-0.03
28983,0.01,0.05,-0.04
29007,0.01,0.06,-0.05
29031,0.01,0.04,-0.03
29054,0.0,0.04,-0.04
29079,0.01,0.04,-0.03
29103,0.01,0.06,-0.05
29126,0.0,0.05,-0.05
29151,0.0,0.04,-0.04
29174,0.01,0.05,-0.03
29198,0.0,0.05,-0.04
29222,0.0,0.05,-0.05
29246,0.0,0.04,-0.04
29270,0.01,0.05,-0.04
29294,0.01,0.04,-0.03
29318,0.0,0.04,-0.04
29342,0.01,0.04,-0.03
29366,0.02,0.06,-0.04
29389,0.02,0.06,-0.04
29414,0.01,0.04,-0.03
29437,0.01,0.04,-0.03
29461,0.01,0.06,-0.05
29486,0.0,0.05,-0.04
29509,0.01,0.05,-0.04
29533,0.02,0.05,-0.03
29557,0.01,0.05,-0.04
29581,0.0,0.05,-0.05
29605,0.0,0.04,-0.04
29629,0.02,0.05,-0.03
29652,0.02,0.06,-0.04
29677,0.01,0.04,-0.03
29701,0.0,0.05,-0.04
29724,0.0,0.06,-0.05
29749,0.01,0.05,-0.04
29772,0.01,0.05,-0.04
29796,0.01,0.05,-0.04
29820,0.0,0.06,-0.05
29844,0.01,0.05,-0.04
29868,0.01,0.04,-0.03
29892,0.01,0.05,-0.03
29916,0.01,0.06,-0.05
29940,0.0,0.05,-0.05
29964,0.01,0.06,-0.05
29987,0.01,0.05,-0.04
30012,0.02,0.05,-0.03
30035,0.01,0.04,-0.03
30059,0.01,0.05,-0.04
30084,0.01,0.04,-0.03
30107,0.0,0.04,-0.03
30131,0.01,0.04,-0.02
30155,0.01,0.06,-0.05
30179,0.0,0.06,-0.05
30202,0.0,0.05,-0.04
30227,0.0,0.05,-0.04
30251,0.01,0.05,-0.04
30275,0.02,0.04,-0.02
30299,0.01,0.05,-0.04
30322,0.0,0.04,-0.04
30347,0.01,0.04,-0.03
30370,0.01,0.05,-0.04
30394,0.01,0.05,-0.04
30418,0.01,0.05,-0.04
30442,0.01,0.05,-0.03
30466,0.0,0.05,-0.05
30490,0.01,0.04,-0.03
30514,0.01,0.04,-0.03
30538,0.02,0.06,-0.04
30562,0.01,0.04,-0.03
30585,0.01,0.04,-0.03
30610,0.02,0.06,-0.04
30633,0.01,0.04,-0.03
30657,0.01,0.05,-0.03
30682,0.01,0.04,-0.03
30705,0.01,0.05,-0.04
30729,0.0,0.05,-0.05
30753,0.0,0.05,-0.04
30777,0.01,0.04,-0.03
30800,0.01,0.05,-0.04
30825,0.0,0.05,-0.04
30849,0.01,0.05,-0.04
30873,0.0,0.05,-0.05
30897,0.01,0.05,-0.04
30920,0.0,0.04,-0.04
30945,0.0,0.05,-0.04
30968,0.01,0.05,-0.03
30992,0.01,0.05,-0.04
31016,0.01,0.04,-0.03
31040,0.01,0.05,-0.04
31064,0.01,0.05,-0.04
31088,0.01,0.04,-0.03
31112,0.0,0.04,-0.03
31136,0.01,0.05,-0.04
31160,0.0,0.05,-0.04
31183,0.02,0.04,-0.02
31208,0.0,0.05,-0.05
31232,0.01,0.06,-0.05
31255,0.01,0.05,-0.03
31280,0.0,0.04,-0.04
31303,0.0,0.03,-0.03
31327,0.01,0.05,-0.04
31351,0.0,0.06,-0.05
31375,0.0,0.05,-0.05
31398,0.0,0.04,-0.04
31423,0.01,0.05,-0.04
31447,0.01,0.06,-0.05
31471,0.01,0.05,-0.04
31495,0.0,0.05,-0.04
31518,0.02,0.05,-0.03
31543,0.02,0.05,-0.03
31566,0.01,0.04,-0.03
31590,0.01,0.05,-0.04
31614,0.01,0.05,-0.04
31638,0.01,0.04,-0.03
31662,0.01,0.05,-0.04
31686,0.0,0.05,-0.04
31710,0.01,0.06,-0.05
31733,0.0,0.05,-0.04
31758,0.01,0.05,-0.04
31781,0.01,0.05,-0.04
31806,0.01,0.05,-0.04
31830,0.0,0.05,-0.04
31853,0.01,0.05,-0.04
31878,0.0,0.06,-0.05
31901,0.0,0.06,-0.05
31925,0.0,0.04,-0.04
31949,0.02,0.05,-0.03
31973,0.0,0.06,-0.05
31996,0.01,0.05,-0.04
32021,0.01,0.04,-0.03
32045,0.01,0.06,-0.04
32069,0.01,0.05,-0.04
32093,0.0,0.05,-0.05
32116,0.01,0.05,-0.04
32141,0.02,0.05,-0.03
32164,0.01,0.06,-0.05
32188,0.0,0.05,-0.04
32212,0.01,0.05,-0.04
32236,0.01,0.05,-0.04
32260,0.01,0.06,-0.05
32284,0.01,0.04,-0.03
32308,0.01,0.04,-0.02
32331,0.01,0.05,-0.04
32356,0.0,0.05,-0.05
32379,0.0,0.04,-0.03
32404,0.01,0.05,-0.04
32428,0.01,0.06,-0.05
32451,0.0,0.04,-0.04
32476,0.01,0.05,-0.03
32499,0.02,0.04,-0.02
32523,0.01,0.06,-0.05
32547,0.0,0.04,-0.04
32571,0.0,0.04,-0.04
32594,0.01,0.05,-0.03
32619,0.01,0.04,-0.03
32643,0.0,0.04,-0.04
32667,0.01,0.05,-0.03
32691,0.0,0.04,-0.04
32714,0.01,0.05,-0.04
32739,0.01,0.04,-0.03
32762,0.01,0.06,-0.05
32786,0.02,0.05,-0.03
32811,0.0,0.04,-0.04
32834,0.01,0.04,-0.03
32858,0.01,0.06,-0.04
32882,0.0,0.04,-0.04
32906,0.0,0.05,-0.05
32929,0.01,0.04,-0.03
32954,0.02,0.04,-0.02
32977,0.01,0.04,-0.03
33002,0.01,0.03,-0.02
33026,0.01,0.06,-0.05
33049,0.01,0.05,-0.03
33074,0.0,0.04,-0.04
33097,0.01,0.05,-0.03
33121,0.01,0.06,-0.04
33145,0.0,0.06,-0.05
33169,0.0,0.05,-0.04
33192,0.0,0.04,-0.04
33217,0.01,0.05,-0.03
33241,0.01,0.04,-0.03
33264,0.0,0.04,-0.04
33289,0.0,0.05,-0.05
33312,0.0,0.06,-0.05
33337,0.0,0.04,-0.04
33360,0.01,0.05,-0.04
33384,0.0,0.04,-0.04
33409,0.0,0.04,-0.04
33432,0.0,0.06,-0.06
33456,0.0,0.05,-0.05
33480,0.01,0.06,-0.04
33504,0.01,0.06,-0.05
33527,0.01,0.04,-0.03
33552,0.01,0.05,-0.03
33575,0.01,0.06,-0.05
33600,0.01,0.04,-0.02
33624,0.01,0.04,-0.03
33647,0.01,0.04,-0.03
33672,0.01,0.06,-0.04
33695,0.0,0.06,-0.05
33719,0.0,0.04,-0.04
33743,0.01,0.04,-0.03
33767,0.01,0.05,-0.04
33790,0.0,0.05,-0.05
33815,0.01,0.04,-0.03
33839,0.01,0.05,-0.03
33862,0.0,0.05,-0.04
33887,0.01,0.04,-0.03
33910,0.01,0.05,-0.03
33935,0.0,0.06,-0.05
33958,0.0,0.05,-0.05
33982,0.01,0.04,-0.03
34007,0.01,0.05,-0.04
34030,0.01,0.06,-0.05
34054,0.02,0.05,-0.03
34078,0.01,0.05,-0.04
34102,0.01,0.05,-0.04
34125,0.01,0.05,-0.04
34150,0.01,0.04,-0.03
34173,0.01,0.05,-0.04
34198,0.0,0.05,-0.04
34222,0.0,0.04,-0.04
34245,0.0,0.05,-0.04
34270,0.01,0.05,-0.04
34293,0.01,0.05,-0.04
34317,0.01,0.05,-0.04
34341,0.0,0.04,-0.03
34365,0.0,0.06,-0.05
34388,0.01,0.05,-0.04
34413,0.0,0.06,-0.05
34437,0.01,0.04,-0.03
34460,0.0,0.05,-0.05
34485,0.0,0.05,-0.04
34508,0.01,0.04,-0.03
34533,0.0,0.04,-0.04
34556,0.01,0.06,-0.05
34580,0.01,0.05,-0.04
34605,0.01,0.04,-0.03
34628,0.01,0.05,-0.04
34652,0.01,0.06,-0.05
34676,0.0,0.05,-0.04
34700,0.0,0.04,-0.04
34723,0.0,0.05,-0.04
34748,0.02,0.06,-0.04
34771,0.0,0.05,-0.04
34795,0.0,0.05,-0.05
34820,0.0,0.04,-0.04
34843,0.02,0.06,-0.04
34868,0.0,0.04,-0.04
34891,0.01,0.05,-0.04
34915,0.01,0.06,-0.05
34939,0.02,0.04,-0.02
34963,0.0,0.05,-0.05
34987,0.01,0.05,-0.04
35011,0.01,0.05,-0.03
35035,0.0,0.04,-0.04
35058,0.0,0.04,-0.04
35083,0.0,0.05,-0.04
35106,0.01,0.06,-0.05
35131,0.0,0.06,-0.05
35154,0.01,0.05,-0.04
35178,0.0,0.04,-0.04
35203,0.01,0.05,-0.04
35226,0.0,0.04,-0.04
35250,0.0,0.04,-0.04
35274,0.01,0.05,-0.04
35298,0.0,0.06,-0.05
35321,0.01,0.04,-0.03
35346,0.0,0.03,-0.03
35369,0.02,0.05,-0.03
35393,0.01,0.04,-0.03
35418,0.0,0.05,-0.05
35441,0.01,0.05,-0.04
35466,0.01,0.05,-0.04
35489,0.0,0.04,-0.04
35513,0.0,0.05,-0.04
35537,0.01,0.05,-0.04
35561,0.01,0.05,-0.04
35585,0.0,0.05,-0.05
35609,0.0,0.05,-0.05
35633,0.02,0.05,-0.03
35656,0.01,0.05,-0.04
35681,0.0,0.05,-0.05
35704,0.0,0.04,-0.04
35729,0.01,0.05,-0.04
35752,0.0,0.05,-0.04
35776,0.0,0.04,-0.04
35801,0.0,0.05,-0.05
35824,0.01,0.06,-0.04
35848,0.0,0.04,-0.04
35872,0.01,0.04,-0.03
35896,0.0,0.06,-0.05
35919,0.01,0.04,-0.03
35944,0.0,0.05,-0.04
35968,0.0,0.05,-0.04
35991,0.01,0.05,-0.04
36016,0.01,0.06,-0.05
36039,0.0,0.04,-0.04
36064,0.01,0.04,-0.03
36087,0.01,0.05,-0.04
36111,0.02,0.06,-0.04
36135,0.0,0.04,-0.04
36159,0.01,0.04,-0.03
36183,0.02,0.05,-0.03
36207,0.01,0.04,-0.03
36231,0.01,0.04,-0.03
36254,0.01,0.05,-0.03
36279,0.0,0.04,-0.03
36302,0.0,0.05,-0.04
36326,0.01,0.04,-0.03
36350,0.01,0.06,-0.04
36374,0.01,0.05,-0.04
36399,0.0,0.05,-0.04
36422,0.0,0.05,-0.05
36446,0.01,0.05,-0.04
36470,0.0,0.04,-0.03
36494,0.0,0.04,-0.04
36517,0.01,0.05,-0.04
36542,0.01,0.05,-0.04
36566,0.01,0.05,-0.04
36589,0.0,0.04,-0.04
36614,0.01,0.03,-0.02
36637,0.0,0.05,-0.04
36662,0.0,0.05,-0.05
36685,0.01,0.04,-0.03
36709,0.01,0.06,-0.05
36733,0.02,0.06,-0.04
36757,0.0,0.04,-0.04
36781,0.0,0.05,-0.04
36805,0.01,0.05,-0.04
36829,0.01,0.04,-0.03
36852,0.0,0.05,-0.04
36877,0.01,0.03,-0.02
36900,0.01,0.05,-0.04
36924,0.01,0.05,-0.04
36948,0.0,0.04,-0.04
36972,0.01,0.05,-0.04
36997,0.01,0.05,-0.04
37020,0.0,0.05,-0.04
37044,0.0,0.04,-0.04
37068,0.01,0.04,-0.03
37092,0.02,0.04,-0.02
37115,0.0,0.04,-0.04
37140,0.01,0.05,-0.04
37164,0.01,0.04,-0.03
37187,0.0,0.06,-0.05
37212,0.0,0.04,-0.04
37235,0.0,0.05,-0.05
37260,0.02,0.05,-0.03
37283,0.0,0.05,-0.05
37307,0.0,0.04,-0.04
37331,0.0,0.04,-0.04
37355,0.02,0.05,-0.03
37379,0.0,0.04,-0.04
37403,0.0,0.05,-0.05
37427,0.01,0.05,-0.04
37450,0.01,0.05,-0.04
37475,0.01,0.04,-0.03
37498,0.01,0.05,-0.04
37522,0.01,0.05,-0.04
37547,0.0,0.06,-0.05
37570,0.0,0.05,-0.04
37595,0.01,0.05,-0.04
37618,0.0,0.04,-0.03
37642,0.0,0.05,-0.04
37666,0.0,0.05,-0.04
37690,0.0,0.05,-0.04
37713,0.01,0.04,-0.03
37738,0.01,0.04,-0.03
37762,0.01,0.05,-0.04
37785,0.02,0.06,-0.04
37810,0.01,0.05,-0.03
37833,0.01,0.04,-0.03
37857,0.01,0.04,-0.03
37881,0.01,0.06,-0.04
37905,0.0,0.06,-0.06
37929,0.01,0.05,-0.04
37953,0.01,0.05,-0.04
37977,0.01,0.06,-0.05
38001,0.0,0.05,-0.05
38025,0.01,0.05,-0.04
38048,0.02,0.05,-0.03
38073,0.01,0.06,-0.05
38096,0.0,0.04,-0.03
38120,0.01,0.05,-0.04
38145,0.0,0.04,-0.04
38168,0.02,0.04,-0.02
38193,0.0,0.04,-0.04
38216,0.0,0.05,-0.05
38240,0.0,0.05,-0.04
38264,0.0,0.06,-0.05
38288,0.0,0.05,-0.05
38311,0.01,0.05,-0.03
38336,0.01,0.06,-0.04
38360,0.0,0.04,-0.03
38383,0.0,0.05,-0.05
38408,0.01,0.05,-0.04
38431,0.0,0.05,-0.05
38455,0.0,0.04,-0.04
38479,0.0,0.04,-0.04
38503,0.01,0.05,-0.04
38528,0.0,0.04,-0.04
38551,0.0,0.04,-0.04
38575,0.0,0.04,-0.04
38599,0.02,0.05,-0.03
38623,0.0,0.05,-0.04
38646,0.0,0.05,-0.04
38671,0.01,0.05,-0.04
38694,0.01,0.05,-0.04
38718,0.0,0.04,-0.04
38743,0.01,0.04,-0.03
38766,0.01,0.05,-0.04
38791,0.0,0.05,-0.04
38814,0.0,0.04,-0.04
38838,0.0,0.04,-0.04
38862,0.01,0.06,-0.05
38886,0.0,0.05,-0.04
38909,0.01,0.04,-0.03
38934,0.01,0.05,-0.03
38958,0.02,0.05,-0.03
38981,0.0,0.05,-0.05
39006,0.01,0.04,-0.03
39029,0.01,0.05,-0.04
39053,0.01,0.05,-0.04
39077,0.0,0.04,-0.03
39101,0.0,0.04,-0.04
39126,0.01,0.04,-0.03
39149,0.0,0.05,-0.04
39173,0.0,0.05,-0.04
39197,0.0,0.05,-0.04
39221,0.01,0.05,-0.03
39244,0.0,0.06,-0.05
39269,0.0,0.04,-0.04
39292,0.0,0.03,-0.03
39316,0.01,0.05,-0.04
39341,0.0,0.04,-0.04
39364,0.0,0.04,-0.04
39388,0.01,0.05,-0.03
39412,0.01,0.05,-0.04
39436,0.0,0.04,-0.04
39460,0.0,0.05,-0.05
39484,0.01,0.05,-0.04
39507,0.01,0.05,-0.04
39532,0.0,0.05,-0.04
39556,0.01,0.05,-0.04
39579,0.02,0.05,-0.03
39604,0.02,0.05,-0.03
39627,0.0,0.06,-0.06
39651,0.0,0.03,-0.03
39675,0.01,0.05,-0.04
39699,0.02,0.05,-0.03
39724,0.0,0.04,-0.04
39747,0.02,0.04,-0.02
39771,0.02,0.06,-0.04
39795,0.0,0.05,-0.05
39819,0.0,0.04,-0.04
39842,0.01,0.05,-0.04
39867,0.02,0.06,-0.04
39890,0.0,0.05,-0.05
39914,0.0,0.04,-0.04
39939,0.01,0.05,-0.04
39962,0.01,0.05,-0.04
39986,0.0,0.04,-0.04
40010,0.0,0.04,-0.04
40034,0.01,0.04,-0.03
40058,0.0,0.04,-0.03
40082,0.0,0.04,-0.04
40105,0.0,0.04,-0.04
40130,0.01,0.06,-0.05
40154,0.01,0.05,-0.03
40177,0.0,0.05,-0.05
40202,0.01,0.06,-0.05
40225,0.02,0.04,-0.02
40249,0.01,0.05,-0.04
40273,0.01,0.05,-0.04
40297,0.01,0.05,-0.04
40322,0.01,0.06,-0.05
40345,0.0,0.04,-0.04
40369,0.0,0.05,-0.04
40393,0.02,0.05,-0.03
40417,0.01,0.04,-0.03
40440,0.01,0.04,-0.03
40465,0.01,0.04,-0.03
40488,0.02,0.05,-0.03
40512,0.02,0.05,-0.03
40537,0.01,0.05,-0.03
40560,0.01,0.05,-0.04
40584,0.02,0.06,-0.04
40608,0.0,0.04,-0.03
40632,0.0,0.04,-0.04
40656,0.01,0.04,-0.03
40680,0.01,0.04,-0.03
40704,0.01,0.05,-0.04
40728,0.01,0.05,-0.03
40752,0.02,0.06,-0.04
40775,0.0,0.05,-0.04
40800,0.01,0.05,-0.04
40823,0.0,0.05,-0.05
40847,0.01,0.04,-0.03
40871,0.0,0.05,-0.05
40895,0.01,0.04,-0.03
40919,0.01,0.04,-0.03
40943,0.01,0.06,-0.05
40967,0.0,0.05,-0.04
40991,0.0,0.04,-0.04
41015,0.01,0.05,-0.04
41038,0.02,0.05,-0.03
41063,0.0,0.04,-0.04
41086,0.01,0.04,-0.03
41110,0.01,0.05,-0.04
41135,0.01,0.05,-0.04
41158,0.01,0.04,-0.03
41182,0.0,0.05,-0.05
41206,0.01,0.06,-0.05
41230,0.0,0.04,-0.04
41254,0.0,0.04,-0.04
