time, tp_a, tp_b, diff
20246,0.02,0.06,-0.04
20270,0.0,0.06,-0.05
20294,0.0,0.05,-0.05
20318,0.01,0.06,-0.05
20341,0.02,0.06,-0.04
20366,0.0,0.05,-0.05
20389,0.01,0.06,-0.05
20413,0.01,0.06,-0.04
20438,0.0,0.05,-0.05
20461,0.02,0.04,-0.02
20486,0.02,0.05,-0.03
20509,0.02,0.05,-0.03
20533,0.0,0.06,-0.05
20557,0.01,0.04,-0.03
20581,0.02,0.05,-0.03
20604,0.02,0.06,-0.04
20629,0.02,0.05,-0.03
20653,0.01,0.04,-0.03
20676,0.01,0.05,-0.04
20701,0.02,0.06,-0.04
20724,0.01,0.05,-0.04
20748,0.0,0.05,-0.05
20772,0.01,0.05,-0.04
20796,0.01,0.05,-0.04
20820,0.01,0.04,-0.03
20844,0.01,0.05,-0.04
20868,0.01,0.06,-0.05
20892,0.01,0.04,-0.03
20916,0.01,0.05,-0.04
20939,0.01,0.05,-0.03
20964,0.02,0.05,-0.03
20987,0.0,0.06,-0.06
21011,0.01,0.05,-0.04
21036,0.01,0.05,-0.04
21059,0.02,0.06,-0.04
21083,0.0,0.04,-0.04
21107,0.01,0.04,-0.03
21131,0.01,0.06,-0.05
21155,0.02,0.06,-0.04
21179,0.01,0.04,-0.03
21202,0.0,0.05,-0.05
21227,0.02,0.06,-0.04
21251,0.01,0.05,-0.04
21274,0.0,0.05,-0.05
21299,0.02,0.05,-0.03
21322,0.02,0.05,-0.03
21346,0.01,0.06,-0.05
21370,0.01,0.05,-0.04
21394,0.01,0.05,-0.04
21419,0.0,0.05,-0.04
21442,0.01,0.06,-0.04
21466,0.01,0.05,-0.04
21490,0.03,0.06,-0.03
21514,0.01,0.06,-0.04
21537,0.02,0.05,-0.03
21562,0.01,0.04,-0.03
21585,0.02,0.05,-0.03
21609,0.01,0.06,-0.05
21634,0.0,0.05,-0.04
21657,0.01,0.06,-0.05
21681,0.02,0.05,-0.03
21705,0.02,0.06,-0.04
21729,0.0,0.05,-0.04
21753,0.01,0.06,-0.04
21777,0.02,0.05,-0.03
21800,0.02,0.06,-0.04
21825,0.01,0.05,-0.04
21849,0.01,0.05,-0.04
21872,0.0,0.06,-0.05
21897,0.01,0.05,-0.04
21920,0.0,0.05,-0.05
21944,0.01,0.05,-0.04
21968,0.02,0.04,-0.02
21992,0.01,0.05,-0.04
22017,0.01,0.04,-0.03
22040,0.01,0.05,-0.04
22064,0.02,0.06,-0.04
22088,0.01,0.05,-0.03
22112,0.01,0.05,-0.04
22135,0.01,0.06,-0.04
22160,0.02,0.04,-0.02
22183,0.01,0.05,-0.04
22207,0.02,0.05,-0.03
22232,0.01,0.05,-0.04
22255,0.01,0.05,-0.04
22279,0.01,0.05,-0.04
22303,0.01,0.06,-0.05
22327,0.01,0.06,-0.04
22351,0.0,0.05,-0.04
22375,0.0,0.05,-0.04
22398,0.01,0.05,-0.04
22423,0.01,0.07,-0.06
22447,0.01,0.05,-0.04
22470,0.0,0.05,-0.05
22495,0.01,0.05,-0.03
22518,0.02,0.06,-0.04
22542,0.0,0.05,-0.04
22566,0.01,0.05,-0.04
22590,0.0,0.05,-0.05
22614,0.02,0.06,-0.04
22638,0.01,0.04,-0.03
22662,0.01,0.05,-0.04
22686,0.02,0.05,-0.03
22710,0.0,0.05,-0.04
22733,0.0,0.05,-0.05
22758,0.0,0.05,-0.05
22781,0.01,0.05,-0.04
22805,0.01,0.06,-0.05
22830,0.01,0.05,-0.04
22853,0.02,0.07,-0.05
22877,0.02,0.06,-0.04
22901,0.0,0.06,-0.05
22925,0.01,0.05,-0.04
22949,0.01,0.04,-0.02
22973,0.02,0.05,-0.03
22996,0.01,0.05,-0.04
23021,0.0,0.04,-0.04
23045,0.0,0.05,-0.04
23068,0.02,0.06,-0.04
23093,0.01,0.04,-0.03
23116,0.01,0.04,-0.03
23140,0.01,0.05,-0.04
23164,0.01,0.05,-0.04
23188,0.0,0.06,-0.06
23212,0.0,0.04,-0.04
23236,0.01,0.04,-0.03
23260,0.01,0.04,-0.03
23284,0.01,0.06,-0.05
23308,0.01,0.05,-0.04
23331,0.01,0.05,-0.04
23356,0.0,0.06,-0.06
23379,0.0,0.05,-0.04
23403,0.03,0.04,-0.01
23428,0.02,0.06,-0.04
23451,0.01,0.06,-0.05
23475,0.01,0.05,-0.04
23499,0.01,0.05,-0.03
23523,0.02,0.05,-0.03
23546,0.0,0.06,-0.06
23571,0.01,0.05,-0.03
23595,0.02,0.05,-0.03
23619,0.0,0.06,-0.06
23643,0.01,0.05,-0.04
23666,0.01,0.06,-0.05
23691,0.01,0.06,-0.04
23714,0.02,0.05,-0.03
23738,0.01,0.04,-0.03
23762,0.01,0.05,-0.04
23786,0.0,0.05,-0.05
23810,0.01,0.05,-0.04
23834,0.01,0.04,-0.03
23858,0.03,0.05,-0.02
23882,0.01,0.06,-0.04
23906,0.01,0.05,-0.03
23929,0.01,0.06,-0.05
23954,0.01,0.05,-0.04
23977,0.02,0.05,-0.03
24001,0.0,0.04,-0.04
24026,0.01,0.05,-0.04
24049,0.02,0.07,-0.05
24073,0.01,0.05,-0.04
24097,0.0,0.04,-0.04
24121,0.0,0.04,-0.04
24144,0.02,0.06,-0.04
24169,0.01,0.05,-0.04
24193,0.01,0.04,-0.03
24217,0.01,0.05,-0.04
24241,0.01,0.05,-0.04
24264,0.01,0.05,-0.04
24289,0.01,0.05,-0.04
24312,0.02,0.04,-0.02
24336,0.02,0.05,-0.03
24360,0.01,0.04,-0.03
24384,0.02,0.06,-0.04
24408,0.01,0.05,-0.04
24432,0.0,0.05,-0.05
24456,0.0,0.06,-0.05
24480,0.01,0.06,-0.05
24504,0.02,0.05,-0.03
24527,0.01,0.05,-0.04
24552,0.01,0.05,-0.04
24576,0.02,0.06,-0.04
24599,0.01,0.04,-0.03
24624,0.01,0.06,-0.05
24647,0.02,0.05,-0.02
24671,0.01,0.05,-0.03
24695,0.01,0.05,-0.03
24719,0.01,0.05,-0.04
24742,0.0,0.05,-0.05
24767,0.02,0.05,-0.02
24791,0.02,0.06,-0.04
24815,0.01,0.05,-0.04
24839,0.01,0.06,-0.04
24862,0.01,0.06,-0.05
24887,0.01,0.05,-0.04
24910,0.01,0.06,-0.05
24934,0.0,0.05,-0.05
24958,0.01,0.05,-0.03
24982,0.01,0.05,-0.04
25006,0.0,0.05,-0.05
25030,0.0,0.05,-0.05
25054,0.02,0.05,-0.03
25078,0.01,0.05,-0.03
25102,0.02,0.06,-0.04
25125,0.01,0.06,-0.04
25150,0.01,0.05,-0.03
25174,0.02,0.05,-0.03
25197,0.01,0.05,-0.03
25222,0.02,0.04,-0.02
25245,0.01,0.05,-0.03
25269,0.0,0.04,-0.04
25293,0.0,0.05,-0.05
25317,0.01,0.06,-0.05
25340,0.01,0.05,-0.04
25365,0.01,0.06,-0.05
25389,0.01,0.06,-0.05
25413,0.01,0.05,-0.04
25437,0.01,0.06,-0.04
25460,0.0,0.05,-0.05
25485,0.02,0.05,-0.03
25508,0.01,0.05,-0.04
25532,0.01,0.07,-0.06
25556,0.01,0.05,-0.04
25580,0.01,0.05,-0.04
25604,0.01,0.05,-0.04
25628,0.01,0.05,-0.04
25652,0.01,0.05,-0.03
25675,0.01,0.05,-0.04
25700,0.0,0.04,-0.04
25723,0.01,0.05,-0.04
25748,0.01,0.05,-0.04
25772,0.01,0.05,-0.04
25795,0.01,0.06,-0.05
25820,0.0,0.06,-0.05
25843,0.0,0.05,-0.04
25867,0.02,0.05,-0.03
25891,0.0,0.06,-0.06
25915,0.01,0.05,-0.04
25938,0.01,0.06,-0.04
25963,0.01,0.04,-0.03
25987,0.02,0.05,-0.03
26011,0.01,0.05,-0.03
26035,0.01,0.05,-0.04
26058,0.01,0.05,-0.04
26083,0.01,0.05,-0.04
26106,0.02,0.05,-0.03
26130,0.02,0.06,-0.04
26155,0.02,0.05,-0.03
26178,0.01,0.05,-0.04
26202,0.02,0.05,-0.03
26226,0.01,0.05,-0.04
26250,0.01,0.05,-0.04
26273,0.02,0.05,-0.03
26298,0.01,0.06,-0.05
26321,0.0,0.05,-0.05
26346,0.01,0.06,-0.05
26370,0.02,0.06,-0.04
26393,0.01,0.05,-0.04
26418,0.01,0.05,-0.04
26441,0.01,0.04,-0.03
26465,0.01,0.05,-0.04
26489,0.02,0.05,-0.03
26513,0.01,0.06,-0.05
26536,0.01,0.06,-0.05
26561,0.01,0.06,-0.05
26585,0.01,0.05,-0.03
26609,0.01,0.05,-0.04
26633,0.01,0.05,-0.04
26656,0.01,0.04,-0.03
26681,0.01,0.05,-0.04
26704,0.01,0.05,-0.04
26728,0.01,0.05,-0.04
26753,0.01,0.05,-0.04
26776,0.01,0.05,-0.04
26800,0.01,0.06,-0.05
26824,0.0,0.05,-0.05
26848,0.01,0.05,-0.03
26871,0.01,0.06,-0.04
26896,0.01,0.04,-0.03
26919,0.02,0.05,-0.03
26944,0.01,0.06,-0.04
26968,0.02,0.05,-0.03
26991,0.01,0.06,-0.05
27016,0.02,0.06,-0.04
27039,0.02,0.06,-0.04
27063,0.01,0.05,-0.04
27087,0.01,0.05,-0.03
27111,0.01,0.05,-0.04
27134,0.01,0.06,-0.04
27159,0.02,0.05,-0.03
27183,0.0,0.05,-0.05
27206,0.01,0.05,-0.03
27231,0.01,0.05,-0.04
27254,0.01,0.06,-0.04
27279,0.01,0.05,-0.04
27302,0.01,0.05,-0.04
27326,0.01,0.05,-0.04
27351,0.0,0.05,-0.05
27374,0.01,0.06,-0.04
27398,0.01,0.05,-0.03
27422,0.01,0.05,-0.04
27446,0.01,0.06,-0.05
27469,0.01,0.05,-0.03
27494,0.0,0.06,-0.05
27517,0.02,0.05,-0.03
27542,0.01,0.05,-0.03
27566,0.02,0.06,-0.04
27589,0.01,0.05,-0.04
27614,0.01,0.06,-0.05
27637,0.01,0.05,-0.04
27661,0.0,0.05,-0.05
27685,0.01,0.06,-0.05
27709,0.0,0.06,-0.05
27732,0.01,0.06,-0.05
27757,0.01,0.05,-0.04
27781,0.0,0.05,-0.05
27804,0.01,0.05,-0.04
27829,0.01,0.05,-0.03
27852,0.01,0.05,-0.04
27877,0.01,0.05,-0.04
27900,0.01,0.05,-0.04
27924,0.01,0.06,-0.04
27949,0.01,0.06,-0.05
27972,0.01,0.05,-0.04
27996,0.02,0.07,-0.05
28020,0.01,0.06,-0.04
28044,0.01,0.05,-0.03
28067,0.01,0.05,-0.04
28092,0.01,0.06,-0.04
28115,0.01,0.05,-0.04
28140,0.01,0.05,-0.03
28164,0.01,0.05,-0.04
28187,0.01,0.05,-0.04
28212,0.0,0.05,-0.04
28235,0.02,0.05,-0.03
28259,0.01,0.05,-0.04
28283,0.01,0.05,-0.04
28307,0.01,0.06,-0.05
28331,0.02,0.05,-0.03
28355,0.0,0.06,-0.05
28379,0.0,0.05,-0.05
28402,0.02,0.05,-0.03
28427,0.0,0.07,-0.06
28450,0.02,0.05,-0.03
28475,0.01,0.05,-0.03
28498,0.01,0.05,-0.04
28522,0.0,0.06,-0.06
28547,0.01,0.06,-0.04
28570,0.0,0.05,-0.05
28594,0.0,0.05,-0.05
28618,0.0,0.05,-0.05
28642,0.01,0.06,-0.04
28665,0.01,0.06,-0.05
28690,0.02,0.05,-0.03
28713,0.01,0.06,-0.05
28737,0.02,0.06,-0.04
28762,0.0,0.06,-0.05
28785,0.01,0.05,-0.04
28810,0.02,0.05,-0.03
28833,0.02,0.06,-0.04
28857,0.01,0.05,-0.04
28881,0.02,0.05,-0.03
28905,0.0,0.05,-0.05
28929,0.02,0.05,-0.03
28953,0.0,0.06,-0.06
28977,0.02,0.06,-0.04
29000,0.02,0.05,-0.03
29025,0.0,0.05,-0.05
29048,0.01,0.06,-0.04
29073,0.01,0.06,-0.05
29096,0.01,0.05,-0.04
29120,0.01,0.05,-0.04
29145,0.01,0.05,-0.04
29168,0.02,0.05,-0.03
29192,0.01,0.05,-0.04
29216,0.01,0.05,-0.04
29240,0.01,0.05,-0.03
29263,0.01,0.05,-0.03
29288,0.01,0.05,-0.04
29312,0.01,0.06,-0.05
29335,0.01,0.04,-0.03
29360,0.01,0.05,-0.04
29383,0.02,0.06,-0.04
29408,0.0,0.06,-0.05
29431,0.01,0.05,-0.04
29455,0.01,0.06,-0.05
29479,0.01,0.05,-0.04
29503,0.01,0.05,-0.04
29527,0.0,0.06,-0.05
29551,0.01,0.05,-0.03
29575,0.01,0.05,-0.04
29598,0.01,0.05,-0.04
29623,0.0,0.05,-0.05
29646,0.02,0.05,-0.03
29671,0.01,0.05,-0.04
29694,0.01,0.05,-0.03
29718,0.01,0.06,-0.05
29743,0.01,0.06,-0.04
29766,0.01,0.05,-0.04
29790,0.01,0.06,-0.04
29814,0.02,0.06,-0.04
29838,0.0,0.05,-0.04
29861,0.01,0.05,-0.03
29886,0.01,0.05,-0.04
29910,0.02,0.05,-0.02
29933,0.02,0.05,-0.03
29958,0.01,0.06,-0.05
29981,0.01,0.05,-0.03
30006,0.01,0.05,-0.04
30029,0.01,0.05,-0.04
30053,0.01,0.06,-0.05
30077,0.02,0.06,-0.03
30101,0.01,0.05,-0.04
30125,0.02,0.05,-0.03
30149,0.02,0.06,-0.04
30173,0.0,0.05,-0.04
30196,0.02,0.05,-0.03
30221,0.02,0.05,-0.03
30244,0.01,0.06,-0.05
30268,0.01,0.05,-0.04
30292,0.01,0.05,-0.04
30316,0.01,0.05,-0.04
30341,0.0,0.05,-0.05
30364,0.01,0.06,-0.04
30388,0.01,0.07,-0.05
30412,0.01,0.06,-0.04
30436,0.02,0.06,-0.04
30459,0.0,0.06,-0.06
30484,0.01,0.05,-0.04
30508,0.01,0.05,-0.04
30531,0.01,0.07,-0.06
30556,0.02,0.06,-0.04
30579,0.01,0.05,-0.04
30604,0.0,0.06,-0.05
30627,0.01,0.05,-0.04
30651,0.01,0.06,-0.05
30675,0.01,0.05,-0.03
30699,0.02,0.05,-0.03
30723,0.01,0.06,-0.05
30747,0.02,0.06,-0.04
30771,0.02,0.06,-0.04
30794,0.02,0.05,-0.03
30819,0.01,0.05,-0.04
30842,0.01,0.05,-0.04
30866,0.01,0.05,-0.04
30891,0.01,0.06,-0.04
30914,0.02,0.05,-0.03
30939,0.01,0.06,-0.05
30962,0.0,0.06,-0.06
30986,0.02,0.06,-0.04
31010,0.01,0.05,-0.03
31034,0.01,0.05,-0.04
31057,0.02,0.06,-0.04
31082,0.01,0.06,-0.05
31106,0.0,0.05,-0.04
31129,0.01,0.06,-0.05
31154,0.01,0.04,-0.03
31177,0.01,0.05,-0.04
31202,0.02,0.06,-0.04
31225,0.01,0.06,-0.05
31249,0.02,0.06,-0.04
31273,0.01,0.05,-0.04
31297,0.01,0.05,-0.04
31321,0.01,0.06,-0.05
31345,0.02,0.05,-0.03
31369,0.01,0.05,-0.04
31392,0.02,0.05,-0.03
31417,0.01,0.06,-0.04
31440,0.01,0.06,-0.05
31464,0.01,0.05,-0.04
31489,0.01,0.05,-0.04
31512,0.02,0.06,-0.04
31537,0.01,0.05,-0.04
31560,0.0,0.05,-0.05
31584,0.02,0.05,-0.03
31608,0.01,0.05,-0.04
31632,0.01,0.05,-0.04
31655,0.0,0.06,-0.05
31680,0.01,0.06,-0.05
31704,0.01,0.06,-0.05
31727,0.0,0.05,-0.04
31752,0.02,0.07,-0.05
31775,0.01,0.06,-0.05
31799,0.01,0.05,-0.04
31823,0.01,0.05,-0.04
31847,0.01,0.05,-0.04
31872,0.01,0.06,-0.04
31895,0.01,0.05,-0.04
31919,0.0,0.05,-0.04
31943,0.01,0.05,-0.04
31967,0.02,0.06,-0.04
31990,0.0,0.04,-0.04
32015,0.01,0.05,-0.04
32038,0.01,0.06,-0.04
32062,0.02,0.06,-0.04
32087,0.0,0.06,-0.05
32110,0.01,0.06,-0.05
32135,0.02,0.05,-0.03
32158,0.02,0.06,-0.04
32182,0.01,0.05,-0.04
32206,0.01,0.07,-0.05
32230,0.02,0.06,-0.04
32253,0.0,0.05,-0.05
32278,0.0,0.05,-0.05
32302,0.01,0.05,-0.04
32325,0.01,0.06,-0.05
32350,0.02,0.04,-0.02
32373,0.02,0.05,-0.03
32397,0.02,0.06,-0.04
32421,0.0,0.06,-0.05
32445,0.01,0.04,-0.03
32470,0.02,0.06,-0.04
32493,0.02,0.05,-0.03
32517,0.02,0.04,-0.02
32541,0.02,0.05,-0.03
32565,0.02,0.06,-0.04
32588,0.01,0.06,-0.05
32613,0.01,0.06,-0.05
32636,0.0,0.05,-0.05
32660,0.01,0.07,-0.05
32685,0.0,0.06,-0.05
32708,0.01,0.05,-0.04
32733,0.01,0.05,-0.04
32756,0.01,0.06,-0.05
32780,0.03,0.05,-0.02
32804,0.01,0.04,-0.03
32828,0.01,0.05,-0.03
32851,0.01,0.05,-0.03
32876,0.01,0.05,-0.04
32900,0.01,0.05,-0.04
32923,0.02,0.05,-0.03
32948,0.01,0.05,-0.04
32971,0.01,0.06,-0.05
32995,0.0,0.05,-0.05
33019,0.01,0.06,-0.04
33043,0.01,0.05,-0.04
33068,0.02,0.06,-0.04
33091,0.01,0.05,-0.04
33115,0.03,0.07,-0.04
33139,0.01,0.06,-0.05
33163,0.01,0.05,-0.04
33186,0.02,0.05,-0.03
33211,0.01,0.05,-0.04
33234,0.02,0.05,-0.02
33258,0.01,0.05,-0.03
33283,0.02,0.06,-0.03
33306,0.02,0.05,-0.03
33330,0.01,0.06,-0.04
33354,0.01,0.06,-0.04
33378,0.01,0.07,-0.05
33402,0.01,0.06,-0.05
33426,0.02,0.05,-0.03
33449,0.01,0.05,-0.04
33474,0.01,0.05,-0.03
33498,0.02,0.06,-0.04
33521,0.01,0.06,-0.04
33546,0.01,0.05,-0.04
33569,0.02,0.06,-0.04
33593,0.01,0.06,-0.05
33617,0.01,0.07,-0.05
33641,0.0,0.05,-0.05
33666,0.02,0.05,-0.03
33689,0.02,0.04,-0.02
33713,0.0,0.06,-0.05
33737,0.01,0.05,-0.03
33761,0.01,0.06,-0.05
33784,0.01,0.06,-0.04
33809,0.01,0.06,-0.04
33832,0.01,0.05,-0.04
33856,0.02,0.06,-0.04
33881,0.01,0.05,-0.04
33904,0.01,0.05,-0.04
33928,0.01,0.07,-0.05
33952,0.01,0.06,-0.05
33976,0.01,0.06,-0.04
34000,0.01,0.06,-0.04
34024,0.02,0.05,-0.03
34048,0.01,0.05,-0.04
34072,0.0,0.06,-0.05
34096,0.01,0.06,-0.04
34119,0.01,0.06,-0.04
34144,0.01,0.06,-0.04
34167,0.01,0.05,-0.04
34191,0.02,0.06,-0.04
34215,0.02,0.06,-0.04
34239,0.01,0.06,-0.05
34264,0.01,0.05,-0.04
34287,0.01,0.07,-0.06
34311,0.02,0.05,-0.03
34335,0.01,0.05,-0.04
34359,0.01,0.05,-0.04
34382,0.01,0.06,-0.05
34407,0.01,0.05,-0.03
34430,0.02,0.05,-0.02
34454,0.01,0.05,-0.04
34479,0.01,0.06,-0.05
34502,0.02,0.06,-0.04
34526,0.0,0.04,-0.04
34550,0.01,0.04,-0.03
34574,0.02,0.06,-0.04
34598,0.0,0.05,-0.05
34622,0.01,0.05,-0.04
34646,0.02,0.05,-0.03
34670,0.02,0.05,-0.03
34694,0.02,0.04,-0.02
34717,0.01,0.05,-0.04
34742,0.0,0.05,-0.05
34765,0.01,0.06,-0.05
34789,0.0,0.06,-0.05
34813,0.01,0.06,-0.05
34837,0.02,0.05,-0.03
34861,0.0,0.05,-0.05
34885,0.0,0.04,-0.04
34909,0.01,0.05,-0.04
34933,0.02,0.05,-0.03
34957,0.02,0.04,-0.02
34980,0.0,0.05,-0.05
35005,0.01,0.05,-0.04
35028,0.01,0.05,-0.04
35052,0.01,0.05,-0.04
35077,0.01,0.05,-0.04
35100,0.01,0.06,-0.05
35124,0.0,0.06,-0.06
35148,0.0,0.05,-0.04
35172,0.01,0.06,-0.04
35196,0.01,0.05,-0.04
35220,0.01,0.05,-0.04
35244,0.01,0.06,-0.05
35268,0.01,0.07,-0.06
35292,0.01,0.06,-0.04
35315,0.0,0.06,-0.06
35340,0.02,0.05,-0.03
35363,0.01,0.05,-0.04
35387,0.01,0.06,-0.05
35411,0.0,0.05,-0.05
35435,0.02,0.05,-0.03
35459,0.01,0.05,-0.04
35483,0.02,0.06,-0.04
35507,0.02,0.06,-0.04
35531,0.01,0.06,-0.05
35555,0.01,0.05,-0.04
35578,0.01,0.04,-0.03
35603,0.01,0.05,-0.04
35627,0.01,0.05,-0.04
35650,0.02,0.05,-0.03
35675,0.01,0.06,-0.05
35698,0.02,0.06,-0.04
35722,0.0,0.04,-0.04
35746,0.0,0.06,-0.06
35770,0.01,0.04,-0.02
35794,0.01,0.05,-0.04
35818,0.01,0.05,-0.04
35842,0.01,0.06,-0.05
35866,0.01,0.05,-0.04
35890,0.01,0.05,-0.03
35913,0.0,0.05,-0.05
35938,0.01,0.05,-0.04
35961,0.01,0.05,-0.03
35985,0.02,0.06,-0.04
36009,0.01,0.05,-0.04
36033,0.02,0.05,-0.02
36057,0.02,0.06,-0.04
36081,0.01,0.04,-0.03
36105,0.01,0.05,-0.03
36129,0.02,0.05,-0.03
36153,0.01,0.05,-0.04
36176,0.02,0.04,-0.02
36201,0.02,0.05,-0.03
36225,0.01,0.05,-0.03
36248,0.0,0.05,-0.04
36273,0.01,0.06,-0.04
36296,0.01,0.06,-0.04
36320,0.0,0.05,-0.05
36344,0.01,0.05,-0.04
36368,0.02,0.06,-0.04
36391,0.01,0.05,-0.04
36416,0.0,0.04,-0.04
36440,0.01,0.06,-0.04
36464,0.01,0.04,-0.03
36488,0.01,0.05,-0.04
36511,0.01,0.06,-0.04
36536,0.0,0.05,-0.05
36559,0.01,0.06,-0.04
36583,0.0,0.06,-0.05
36608,0.01,0.06,-0.04
36631,0.01,0.06,-0.05
36655,0.01,0.06,-0.04
36679,0.0,0.06,-0.05
36703,0.01,0.05,-0.04
36727,0.0,0.05,-0.04
36751,0.02,0.05,-0.03
36774,0.0,0.06,-0.05
36799,0.01,0.05,-0.03
36823,0.01,0.05,-0.04
36846,0.02,0.05,-0.03
36871,0.0,0.06,-0.05
36894,0.01,0.05,-0.04
36918,0.01,0.06,-0.04
36942,0.02,0.06,-0.04
36966,0.01,0.05,-0.04
36989,0.0,0.06,-0.05
37014,0.01,0.06,-0.05
37038,0.02,0.05,-0.03
37062,0.02,0.05,-0.03
37086,0.01,0.06,-0.04
37109,0.02,0.05,-0.03
37134,0.02,0.05,-0.03
37157,0.01,0.05,-0.04
37181,0.01,0.05,-0.03
37206,0.02,0.05,-0.03
37229,0.01,0.05,-0.04
37253,0.01,0.05,-0.04
37277,0.01,0.05,-0.04
37301,0.02,0.06,-0.04
37325,0.0,0.05,-0.05
37349,0.01,0.05,-0.04
37372,0.0,0.05,-0.05
37397,0.01,0.05,-0.04
37421,0.01,0.05,-0.03
37444,0.01,0.05,-0.04
37469,0.02,0.05,-0.02
37492,0.01,0.05,-0.04
37516,0.01,0.07,-0.06
37540,0.02,0.05,-0.03
37564,0.01,0.06,-0.04
37587,0.0,0.05,-0.05
37612,0.02,0.05,-0.03
37636,0.02,0.06,-0.03
37660,0.01,0.06,-0.05
37684,0.01,0.06,-0.05
37707,0.01,0.05,-0.04
37732,0.01,0.05,-0.04
37755,0.01,0.07,-0.05
37779,0.01,0.05,-0.04
37804,0.02,0.06,-0.04
37827,0.01,0.05,-0.04
37851,0.01,0.04,-0.03
37875,0.0,0.05,-0.05
37899,0.01,0.06,-0.04
37922,0.01,0.05,-0.04
37947,0.01,0.04,-0.03
37970,0.01,0.05,-0.04
37995,0.02,0.05,-0.03
38019,0.02,0.05,-0.03
38042,0.0,0.06,-0.06
38067,0.01,0.06,-0.04
38090,0.01,0.06,-0.04
38114,0.01,0.05,-0.04
38138,0.01,0.05,-0.04
38162,0.01,0.05,-0.03
38185,0.0,0.06,-0.05
38210,0.01,0.05,-0.04
38234,0.01,0.05,-0.04
38258,0.0,0.06,-0.05
38282,0.01,0.06,-0.05
38305,0.01,0.05,-0.03
38330,0.02,0.06,-0.04
38353,0.01,0.07,-0.05
38377,0.02,0.06,-0.04
38402,0.01,0.05,-0.04
38425,0.0,0.04,-0.04
38449,0.0,0.06,-0.05
38473,0.0,0.06,-0.05
38497,0.0,0.05,-0.05
38520,0.02,0.05,-0.03
38545,0.01,0.07,-0.05
38568,0.0,0.06,-0.05
38593,0.01,0.06,-0.05
38617,0.01,0.05,-0.04
38640,0.01,0.06,-0.04
38665,0.0,0.05,-0.04
38688,0.02,0.05,-0.03
38712,0.01,0.05,-0.04
38736,0.01,0.07,-0.06
38760,0.01,0.06,-0.05
38784,0.01,0.05,-0.04
38808,0.01,0.07,-0.05
38832,0.01,0.06,-0.05
38856,0.01,0.05,-0.04
38880,0.01,0.05,-0.03
38903,0.01,0.06,-0.04
38928,0.02,0.05,-0.03
38951,0.0,0.05,-0.04
38975,0.01,0.05,-0.04
39000,0.0,0.05,-0.05
39023,0.0,0.07,-0.07
39047,0.01,0.05,-0.04
39071,0.01,0.04,-0.03
39095,0.01,0.05,-0.04
39118,0.02,0.05,-0.03
39143,0.02,0.06,-0.04
39166,0.01,0.06,-0.05
39191,0.01,0.07,-0.06
39215,0.0,0.06,-0.05
39238,0.02,0.05,-0.03
39263,0.03,0.07,-0.04
39286,0.01,0.05,-0.04
39310,0.0,0.05,-0.05
39334,0.01,0.04,-0.03
39358,0.02,0.05,-0.03
39382,0.0,0.06,-0.05
39406,0.01,0.05,-0.04
39430,0.02,0.06,-0.04
39453,0.02,0.07,-0.05
39478,0.02,0.06,-0.04
39501,0.02,0.05,-0.03
39526,0.0,0.04,-0.04
39549,0.01,0.05,-0.04
39573,0.01,0.05,-0.04
39598,0.01,0.05,-0.03
39621,0.02,0.06,-0.04
39645,0.01,0.05,-0.04
39669,0.0,0.06,-0.06
39693,0.01,0.05,-0.04
39716,0.01,0.06,-0.04
39741,0.01,0.05,-0.03
39764,0.0,0.07,-0.06
39789,0.01,0.05,-0.04
39813,0.02,0.05,-0.03
39836,0.02,0.05,-0.03
39861,0.01,0.05,-0.04
39884,0.01,0.05,-0.04
39908,0.02,0.05,-0.03
39932,0.0,0.04,-0.04
39956,0.01,0.05,-0.03
39980,0.01,0.06,-0.05
40004,0.01,0.07,-0.05
40028,0.01,0.05,-0.04
40051,0.01,0.06,-0.04
40076,0.02,0.05,-0.03
40099,0.01,0.06,-0.05
40124,0.01,0.05,-0.03
40147,0.0,0.06,-0.05
40171,0.02,0.06,-0.04
40196,0.0,0.05,-0.05
40219,0.01,0.05,-0.04
40243,0.01,0.06,-0.05
40267,0.01,0.05,-0.04
40291,0.01,0.05,-0.04
40314,0.02,0.06,-0.04
40339,0.01,0.06,-0.05
40363,0.01,0.05,-0.04
40387,0.0,0.05,-0.05
40411,0.01,0.06,-0.04
40434,0.01,0.05,-0.03
40459,0.02,0.06,-0.04
40482,0.0,0.05,-0.05
40506,0.01,0.06,-0.05
40530,0.01,0.05,-0.04
40554,0.0,0.06,-0.06
40578,0.01,0.05,-0.04
40602,0.02,0.05,-0.03
40626,0.01,0.06,-0.05
40649,0.01,0.05,-0.03
40674,0.02,0.05,-0.03
40697,0.0,0.05,-0.05
40722,0.02,0.06,-0.04
40745,0.01,0.06,-0.05
40769,0.02,0.06,-0.04
40794,0.01,0.05,-0.04
40817,0.01,0.06,-0.04
40841,0.01,0.06,-0.04
40865,0.01,0.05,-0.04
40889,0.02,0.05,-0.03
40912,0.0,0.06,-0.06
40937,0.02,0.06,-0.04
40961,0.0,0.05,-0.05
40984,0.01,0.05,-0.04
41009,0.01,0.05,-0.03
41032,0.01,0.05,-0.04
41057,0.0,0.06,-0.05
41080,0.02,0.05,-0.03
41104,0.0,0.06,-0.06
41128,0.01,0.05,-0.04
