time, tp_a, tp_b, diff
1489,0.14,0.14,-0.0
1512,0.14,0.14,-0.0
1536,0.14,0.14,0.0
1557,0.13,0.14,-0.0
1580,0.13,0.13,0.0
1602,0.13,0.14,-0.0
1625,0.14,0.15,-0.0
1647,0.14,0.14,0.0
1670,0.14,0.14,0.0
1691,0.14,0.13,0.01
1713,0.14,0.14,0.0
1735,0.14,0.14,-0.0
1758,0.15,0.13,0.02
1779,0.14,0.14,-0.0
1803,0.14,0.18,-0.04
1825,0.14,0.19,-0.04
1848,0.14,0.19,-0.04
1871,0.15,0.2,-0.05
1894,0.15,0.19,-0.04
1917,0.14,0.21,-0.06
1940,0.15,0.21,-0.06
1963,0.14,0.2,-0.06
1986,0.15,0.19,-0.04
2009,0.15,0.2,-0.05
2031,0.15,0.2,-0.05
2055,0.16,0.2,-0.04
2077,0.14,0.21,-0.07
2100,0.15,0.22,-0.06
2123,0.14,0.21,-0.07
2146,0.15,0.21,-0.06
2168,0.13,0.21,-0.08
2192,0.15,0.22,-0.06
2214,0.13,0.2,-0.06
2237,0.14,0.2,-0.06
2260,0.14,0.14,-0.0
2283,0.15,0.16,-0.01
2306,0.14,0.14,-0.0
2329,0.14,0.14,0.0
2351,0.14,0.15,-0.0
2373,0.15,0.15,-0.0
2397,0.14,0.17,-0.03
2419,0.14,0.2,-0.06
2442,0.14,0.22,-0.08
2465,0.14,0.21,-0.06
2488,0.15,0.2,-0.05
2510,0.15,0.21,-0.05
2534,0.15,0.21,-0.06
2556,0.14,0.22,-0.07
2579,0.14,0.22,-0.08
2603,0.15,0.22,-0.07
2625,0.14,0.22,-0.08
2649,0.16,0.22,-0.06
2671,0.14,0.22,-0.07
2694,0.15,0.22,-0.07
2717,0.15,0.22,-0.07
2740,0.14,0.22,-0.08
2762,0.14,0.22,-0.08
2786,0.14,0.22,-0.07
2808,0.14,0.22,-0.08
2831,0.15,0.22,-0.08
2854,0.15,0.23,-0.08
2877,0.15,0.22,-0.07
2899,0.14,0.23,-0.09
2923,0.14,0.22,-0.09
2946,0.14,0.23,-0.09
2968,0.14,0.22,-0.08
2992,0.13,0.22,-0.09
3014,0.13,0.21,-0.08
3037,0.13,0.24,-0.11
3060,0.0,0.11,-0.11
3083,0.0,0.12,-0.12
3105,0.0,0.1,-0.1
3129,0.0,0.1,-0.1
3151,0.0,0.04,-0.04
3174,0.0,0.04,-0.04
3197,0.0,0.02,-0.02
3220,0.0,0.06,-0.06
3243,0.0,0.04,-0.04
3266,0.0,0.03,-0.03
3289,0.0,0.05,-0.05
3311,0.0,0.05,-0.05
3335,0.01,0.04,-0.03
3357,0.0,0.05,-0.05
3381,0.0,0.07,-0.07
3403,0.01,0.11,-0.1
3426,0.0,0.11,-0.1
3449,0.0,0.08,-0.07
3472,0.0,0.1,-0.1
3494,0.01,0.11,-0.1
3518,0.01,0.11,-0.1
3540,0.01,0.11,-0.1
3563,0.01,0.14,-0.13
3587,0.0,0.12,-0.12
3609,0.01,0.08,-0.07
3632,0.01,0.08,-0.07
3655,0.0,0.09,-0.09
3678,0.0,0.14,-0.14
3700,0.01,0.14,-0.13
3724,0.01,0.14,-0.13
3746,0.0,0.06,-0.06
3769,0.01,0.05,-0.04
3792,0.01,0.06,-0.05
3815,0.0,0.05,-0.04
3837,0.0,0.05,-0.05
3861,0.01,0.11,-0.1
3884,0.01,0.12,-0.11
3906,0.02,0.11,-0.09
3930,0.02,0.09,-0.07
3952,0.0,0.08,-0.08
3975,0.01,0.12,-0.11
3998,0.02,0.16,-0.13
4021,0.01,0.16,-0.15
4043,0.01,0.17,-0.16
4067,0.0,0.13,-0.13
4089,0.0,0.1,-0.09
4113,0.0,0.1,-0.1
4135,0.0,0.12,-0.12
4158,0.01,0.16,-0.15
4182,0.0,0.15,-0.15
4204,0.0,0.16,-0.16
4227,0.0,0.13,-0.12
4250,0.0,0.11,-0.11
4273,0.0,0.1,-0.1
4295,0.02,0.12,-0.1
4319,0.01,0.15,-0.14
4341,0.01,0.15,-0.14
4364,0.02,0.15,-0.13
4387,0.02,0.15,-0.13
4410,0.01,0.12,-0.11
4432,0.02,0.1,-0.08
4456,0.01,0.12,-0.11
4478,0.01,0.17,-0.16
4501,0.01,0.18,-0.17
4525,0.01,0.16,-0.15
4547,0.01,0.15,-0.13
4570,0.0,0.12,-0.12
4593,0.01,0.11,-0.1
4616,0.01,0.1,-0.09
4638,0.0,0.16,-0.16
4662,0.01,0.15,-0.14
4684,0.01,0.15,-0.14
4707,0.0,0.14,-0.14
4730,0.0,0.13,-0.12
4753,0.01,0.12,-0.1
4775,0.0,0.14,-0.14
4799,0.01,0.15,-0.14
4822,0.02,0.16,-0.14
4845,0.01,0.15,-0.14
4868,0.02,0.14,-0.12
4890,0.01,0.14,-0.12
4914,0.02,0.09,-0.07
4936,0.02,0.14,-0.12
4959,0.02,0.15,-0.13
4982,0.03,0.16,-0.13
5005,0.01,0.16,-0.15
5027,0.01,0.15,-0.14
5051,0.02,0.13,-0.11
5073,0.01,0.09,-0.08
5096,0.01,0.11,-0.1
5120,0.0,0.16,-0.16
5142,0.01,0.15,-0.14
5165,0.02,0.16,-0.14
5188,0.01,0.16,-0.15
5211,0.0,0.12,-0.12
5233,0.0,0.09,-0.09
5257,0.01,0.12,-0.1
5279,0.01,0.16,-0.15
5302,0.01,0.16,-0.15
5325,0.01,0.18,-0.17
5348,0.01,0.16,-0.14
5370,0.01,0.12,-0.11
5394,0.0,0.1,-0.09
5416,0.02,0.12,-0.1
5439,0.01,0.15,-0.13
5463,0.03,0.17,-0.14
5485,0.02,0.18,-0.16
5508,0.02,0.16,-0.14
5531,0.01,0.13,-0.12
5554,0.01,0.05,-0.04
5577,0.01,0.06,-0.05
5600,0.01,0.05,-0.04
5622,0.0,0.05,-0.05
5646,0.0,0.05,-0.04
5668,0.0,0.12,-0.12
5691,0.01,0.11,-0.1
5714,0.0,0.08,-0.08
5737,0.01,0.11,-0.1
5760,0.0,0.13,-0.13
5783,0.0,0.04,-0.04
5806,0.0,0.05,-0.05
5828,0.0,0.05,-0.05
5852,0.0,0.04,-0.04
5874,0.01,0.06,-0.05
5897,0.01,0.06,-0.05
5920,0.02,0.04,-0.02
5943,0.01,0.05,-0.04
5965,0.01,0.05,-0.04
5989,0.0,0.05,-0.04
6011,0.01,0.06,-0.05
6034,0.01,0.05,-0.04
6057,0.0,0.05,-0.05
6080,0.01,0.05,-0.03
6103,0.01,0.05,-0.04
6126,0.01,0.04,-0.02
6149,0.01,0.04,-0.03
6171,0.01,0.05,-0.04
6195,0.01,0.05,-0.04
6217,0.0,0.05,-0.05
6240,0.0,0.05,-0.05
6263,0.0,0.05,-0.05
6286,0.0,0.04,-0.04
6309,0.0,0.04,-0.04
6332,0.0,0.05,-0.04
6354,0.0,0.05,-0.04
6378,0.01,0.06,-0.05
6401,0.02,0.06,-0.04
6423,0.01,0.05,-0.04
6447,0.02,0.06,-0.04
6469,0.01,0.06,-0.05
6492,0.02,0.04,-0.02
6515,0.01,0.04,-0.03
6538,0.01,0.05,-0.04
6560,0.0,0.05,-0.05
6584,0.01,0.05,-0.04
6606,0.0,0.05,-0.05
6629,0.01,0.05,-0.04
6652,0.01,0.04,-0.02
6675,0.01,0.04,-0.03
6697,0.0,0.06,-0.05
6721,0.01,0.04,-0.03
6744,0.0,0.05,-0.05
6766,0.0,0.04,-0.04
6790,0.01,0.05,-0.03
6812,0.01,0.04,-0.03
6835,0.0,0.05,-0.04
6858,0.0,0.04,-0.04
6881,0.01,0.05,-0.03
6903,0.01,0.06,-0.05
6927,0.0,0.05,-0.04
6949,0.0,0.06,-0.05
6972,0.02,0.04,-0.02
6995,0.02,0.05,-0.03
7018,0.0,0.05,-0.05
7042,0.01,0.04,-0.03
7064,0.0,0.06,-0.06
7087,0.02,0.06,-0.04
7110,0.02,0.05,-0.03
7133,0.0,0.04,-0.04
7155,0.0,0.05,-0.05
7179,0.01,0.04,-0.03
7201,0.0,0.05,-0.04
7224,0.0,0.05,-0.05
7247,0.01,0.04,-0.03
7270,0.01,0.04,-0.03
7292,0.0,0.05,-0.04
7316,0.0,0.04,-0.04
7339,0.0,0.04,-0.04
7361,0.0,0.04,-0.04
7385,0.01,0.05,-0.04
7407,0.01,0.05,-0.03
7430,0.0,0.05,-0.04
7453,0.02,0.06,-0.04
7476,0.02,0.06,-0.04
7498,0.0,0.06,-0.05
7522,0.02,0.06,-0.04
7544,0.01,0.07,-0.05
7567,0.02,0.06,-0.04
7590,0.01,0.05,-0.04
7613,0.01,0.06,-0.04
7635,0.02,0.04,-0.02
7659,0.0,0.06,-0.05
7682,0.01,0.05,-0.03
7704,0.0,0.03,-0.03
7728,0.0,0.05,-0.05
7750,0.01,0.05,-0.03
7774,0.01,0.05,-0.03
7796,0.0,0.04,-0.04
7819,0.01,0.04,-0.03
7842,0.0,0.06,-0.05
7865,0.0,0.05,-0.05
7887,0.0,0.06,-0.06
7911,0.0,0.06,-0.06
7933,0.01,0.05,-0.04
7956,0.01,0.05,-0.04
7980,0.0,0.06,-0.05
8002,0.01,0.06,-0.04
8025,0.0,0.05,-0.05
8048,0.01,0.05,-0.04
8071,0.02,0.06,-0.04
8093,0.0,0.05,-0.04
8117,0.01,0.06,-0.05
8139,0.02,0.05,-0.03
8162,0.01,0.07,-0.05
8185,0.02,0.04,-0.02
8208,0.0,0.04,-0.04
8230,0.01,0.05,-0.04
8254,0.01,0.05,-0.04
8276,0.01,0.05,-0.04
8299,0.01,0.05,-0.03
8323,0.0,0.05,-0.05
8345,0.0,0.05,-0.05
8368,0.0,0.05,-0.05
8391,0.01,0.05,-0.03
8414,0.0,0.05,-0.05
8436,0.0,0.06,-0.06
8460,0.0,0.06,-0.06
8482,0.0,0.06,-0.05
8506,0.01,0.06,-0.04
8528,0.02,0.06,-0.04
8551,0.01,0.06,-0.05
8574,0.02,0.05,-0.03
8597,0.02,0.05,-0.03
8620,0.01,0.06,-0.05
8643,0.01,0.06,-0.05
8666,0.01,0.07,-0.05
8688,0.02,0.05,-0.03
8712,0.01,0.05,-0.04
8734,0.01,0.06,-0.05
8757,0.01,0.05,-0.04
8780,0.0,0.05,-0.05
8803,0.0,0.05,-0.05
8825,0.0,0.04,-0.04
8849,0.0,0.05,-0.05
8871,0.0,0.05,-0.05
8894,0.01,0.05,-0.04
8918,0.01,0.05,-0.03
8940,0.0,0.06,-0.06
8963,0.01,0.05,-0.04
8986,0.0,0.04,-0.04
9009,0.0,0.06,-0.05
9031,0.01,0.06,-0.05
9055,0.01,0.05,-0.03
9077,0.02,0.04,-0.02
9100,0.01,0.06,-0.05
9123,0.01,0.07,-0.05
9146,0.0,0.05,-0.05
9168,0.01,0.06,-0.04
9192,0.01,0.06,-0.05
9214,0.01,0.06,-0.04
9238,0.02,0.05,-0.03
9261,0.0,0.05,-0.04
9283,0.01,0.04,-0.02
9307,0.01,0.05,-0.04
9329,0.0,0.04,-0.04
9352,0.01,0.05,-0.03
9375,0.01,0.05,-0.04
9398,0.0,0.04,-0.04
9420,0.0,0.05,-0.05
9444,0.01,0.05,-0.04
9466,0.0,0.04,-0.04
9489,0.0,0.06,-0.05
9512,0.01,0.06,-0.05
9535,0.01,0.05,-0.04
9558,0.02,0.06,-0.04
9581,0.02,0.05,-0.03
9604,0.0,0.05,-0.05
9626,0.01,0.04,-0.03
9650,0.01,0.06,-0.05
9672,0.01,0.04,-0.03
9695,0.01,0.06,-0.04
9718,0.01,0.04,-0.03
9741,0.02,0.05,-0.03
9763,0.01,0.05,-0.03
9787,0.01,0.05,-0.03
9809,0.01,0.05,-0.04
9832,0.01,0.04,-0.03
9856,0.01,0.06,-0.05
9878,0.0,0.04,-0.04
9901,0.01,0.04,-0.03
9924,0.01,0.04,-0.03
9947,0.0,0.06,-0.06
9970,0.0,0.04,-0.04
9993,0.0,0.05,-0.05
10015,0.0,0.04,-0.04
10040,0.0,0.05,-0.04
10063,0.02,0.06,-0.04
10087,0.01,0.05,-0.04
10112,0.01,0.05,-0.04
10135,0.01,0.05,-0.04
10159,0.0,0.05,-0.05
10183,0.01,0.06,-0.05
10207,0.01,0.04,-0.03
10230,0.01,0.05,-0.04
10255,0.02,0.05,-0.03
10278,0.0,0.06,-0.06
10303,0.0,0.05,-0.05
10327,0.02,0.06,-0.04
10350,0.0,0.04,-0.04
10375,0.01,0.05,-0.04
10398,0.0,0.04,-0.04
10422,0.03,0.06,-0.03
10446,0.0,0.05,-0.05
10470,0.0,0.05,-0.04
10493,0.01,0.06,-0.05
10518,0.0,0.05,-0.05
10542,0.02,0.05,-0.03
10565,0.01,0.05,-0.04
10590,0.0,0.05,-0.04
10613,0.02,0.05,-0.03
10638,0.0,0.05,-0.05
10661,0.01,0.04,-0.03
10685,0.01,0.06,-0.05
10710,0.0,0.04,-0.04
10733,0.01,0.05,-0.04
10757,0.01,0.06,-0.05
10781,0.01,0.04,-0.03
10805,0.0,0.06,-0.05
10828,0.0,0.05,-0.04
10853,0.01,0.05,-0.04
10876,0.0,0.05,-0.05
10900,0.0,0.04,-0.04
10925,0.01,0.05,-0.04
10948,0.01,0.06,-0.05
10973,0.01,0.05,-0.04
10996,0.01,0.03,-0.02
11020,0.01,0.05,-0.04
11044,0.01,0.05,-0.04
11068,0.0,0.04,-0.04
11091,0.01,0.05,-0.04
11116,0.01,0.04,-0.03
11140,0.01,0.06,-0.05
11163,0.0,0.04,-0.04
11188,0.0,0.04,-0.04
11211,0.01,0.06,-0.05
11236,0.0,0.05,-0.05
11259,0.01,0.04,-0.03
11283,0.01,0.05,-0.03
11308,0.01,0.05,-0.04
11331,0.01,0.05,-0.04
11355,0.01,0.05,-0.04
11379,0.0,0.06,-0.05
11403,0.01,0.06,-0.04
11426,0.01,0.05,-0.03
11451,0.0,0.05,-0.05
11474,0.01,0.05,-0.04
11498,0.01,0.04,-0.03
11523,0.0,0.06,-0.06
11546,0.02,0.05,-0.03
11571,0.01,0.05,-0.04
11594,0.01,0.05,-0.04
11618,0.0,0.05,-0.05
11642,0.01,0.05,-0.04
11666,0.0,0.04,-0.04
11689,0.01,0.04,-0.03
11714,0.0,0.05,-0.05
11738,0.0,0.05,-0.05
11761,0.01,0.05,-0.03
11786,0.0,0.05,-0.05
11809,0.0,0.04,-0.04
11834,0.01,0.06,-0.05
11857,0.0,0.05,-0.05
11881,0.0,0.05,-0.05
11906,0.02,0.05,-0.03
11929,0.0,0.05,-0.05
11953,0.0,0.05,-0.05
11977,0.0,0.05,-0.04
12001,0.01,0.05,-0.04
12024,0.02,0.05,-0.03
12049,0.01,0.05,-0.03
12072,0.0,0.05,-0.04
12096,0.01,0.06,-0.05
12121,0.0,0.05,-0.05
12144,0.0,0.04,-0.04
12169,0.01,0.07,-0.05
12192,0.01,0.06,-0.04
12216,0.0,0.04,-0.03
12240,0.0,0.06,-0.05
12264,0.0,0.04,-0.04
12288,0.02,0.06,-0.04
12312,0.01,0.04,-0.03
12336,0.01,0.05,-0.04
12359,0.0,0.05,-0.04
12384,0.01,0.05,-0.03
12407,0.0,0.06,-0.06
12431,0.01,0.07,-0.06
12455,0.0,0.06,-0.05
12479,0.02,0.06,-0.04
12504,0.0,0.05,-0.05
12527,0.02,0.04,-0.02
12551,0.02,0.05,-0.03
12575,0.0,0.04,-0.04
12599,0.01,0.05,-0.03
12622,0.0,0.06,-0.06
12647,0.01,0.05,-0.04
12670,0.0,0.05,-0.05
12694,0.0,0.06,-0.05
12719,0.01,0.05,-0.03
12742,0.01,0.05,-0.03
12767,0.0,0.05,-0.05
12790,0.0,0.03,-0.03
12814,0.02,0.06,-0.04
12838,0.0,0.04,-0.04
12862,0.0,0.06,-0.05
12886,0.02,0.05,-0.03
12910,0.01,0.04,-0.03
12934,0.0,0.04,-0.04
12957,0.01,0.07,-0.06
12982,0.01,0.05,-0.04
13005,0.0,0.06,-0.06
13029,0.01,0.05,-0.03
13053,0.01,0.05,-0.04
13077,0.0,0.05,-0.04
13102,0.0,0.05,-0.05
13125,0.01,0.05,-0.04
13149,0.01,0.07,-0.06
13173,0.01,0.06,-0.04
13197,0.01,0.05,-0.04
13220,0.01,0.06,-0.04
13245,0.02,0.05,-0.03
13268,0.0,0.05,-0.05
13292,0.0,0.05,-0.05
13317,0.02,0.06,-0.04
13340,0.0,0.05,-0.04
13365,0.0,0.05,-0.05
13388,0.01,0.04,-0.02
13412,0.02,0.05,-0.03
13436,0.01,0.05,-0.04
13460,0.0,0.05,-0.05
13484,0.0,0.05,-0.05
13508,0.01,0.06,-0.05
13532,0.0,0.04,-0.04
13555,0.0,0.06,-0.06
13580,0.01,0.04,-0.03
13603,0.01,0.04,-0.03
13627,0.0,0.05,-0.04
13651,0.01,0.04,-0.03
13675,0.01,0.06,-0.05
13700,0.0,0.05,-0.04
13723,0.0,0.04,-0.04
13747,0.02,0.05,-0.03
13771,0.01,0.05,-0.04
13795,0.0,0.05,-0.05
13818,0.0,0.05,-0.04
13843,0.0,0.06,-0.05
13867,0.0,0.06,-0.05
13890,0.0,0.04,-0.04
13915,0.01,0.05,-0.04
13938,0.01,0.06,-0.05
13962,0.01,0.06,-0.04
13986,0.01,0.04,-0.03
14010,0.01,0.06,-0.05
14034,0.01,0.06,-0.05
14058,0.0,0.05,-0.04
14082,0.0,0.06,-0.06
14106,0.01,0.05,-0.04
14130,0.01,0.07,-0.06
14153,0.01,0.04,-0.03
14178,0.01,0.05,-0.04
14201,0.0,0.05,-0.04
14225,0.0,0.04,-0.04
14249,0.01,0.05,-0.04
14273,0.02,0.05,-0.03
14298,0.02,0.06,-0.04
14321,0.01,0.06,-0.05
14345,0.0,0.04,-0.04
14369,0.02,0.06,-0.03
14393,0.0,0.05,-0.05
14416,0.01,0.04,-0.03
14441,0.01,0.05,-0.04
14465,0.01,0.05,-0.04
14488,0.01,0.05,-0.04
14513,0.01,0.05,-0.04
14536,0.01,0.05,-0.04
14560,0.01,0.06,-0.05
14584,0.0,0.05,-0.05
14608,0.0,0.05,-0.05
14632,0.01,0.05,-0.04
14656,0.02,0.05,-0.03
14680,0.01,0.05,-0.04
14704,0.0,0.04,-0.03
14728,0.01,0.05,-0.03
14751,0.0,0.04,-0.03
14776,0.0,0.05,-0.04
14799,0.01,0.05,-0.04
14823,0.0,0.06,-0.05
14848,0.0,0.05,-0.05
14871,0.01,0.05,-0.04
14896,0.02,0.05,-0.03
14919,0.01,0.05,-0.04
14943,0.0,0.05,-0.05
14967,0.01,0.05,-0.04
14991,0.02,0.05,-0.03
15014,0.0,0.05,-0.05
15039,0.0,0.04,-0.04
15063,0.01,0.05,-0.04
15086,0.01,0.06,-0.05
15111,0.0,0.05,-0.04
15134,0.0,0.05,-0.04
15158,0.0,0.06,-0.05
15182,0.0,0.06,-0.05
15206,0.01,0.04,-0.03
15230,0.0,0.05,-0.05
15254,0.02,0.05,-0.03
15278,0.0,0.06,-0.05
15302,0.0,0.05,-0.04
15326,0.02,0.05,-0.02
15349,0.02,0.06,-0.04
15374,0.01,0.05,-0.04
15397,0.01,0.04,-0.03
15421,0.01,0.05,-0.04
15446,0.01,0.05,-0.04
15469,0.0,0.05,-0.04
15493,0.01,0.05,-0.03
15517,0.02,0.05,-0.03
15541,0.01,0.06,-0.05
15565,0.0,0.04,-0.04
15589,0.0,0.06,-0.05
15612,0.01,0.06,-0.04
15637,0.01,0.05,-0.04
15661,0.01,0.05,-0.04
15684,0.0,0.06,-0.05
15709,0.01,0.05,-0.04
15732,0.01,0.04,-0.03
15756,0.01,0.05,-0.04
15780,0.01,0.06,-0.05
15804,0.01,0.05,-0.04
15828,0.0,0.05,-0.04
15852,0.01,0.05,-0.03
15876,0.01,0.06,-0.05
15900,0.01,0.04,-0.03
15924,0.0,0.04,-0.04
15947,0.01,0.06,-0.04
15972,0.01,0.05,-0.04
15995,0.0,0.05,-0.05
16019,0.01,0.05,-0.04
16044,0.01,0.06,-0.04
16067,0.01,0.04,-0.03
16091,0.0,0.06,-0.06
16115,0.02,0.06,-0.04
16139,0.0,0.06,-0.05
16163,0.01,0.04,-0.03
16187,0.0,0.04,-0.04
16210,0.0,0.05,-0.05
16235,0.01,0.05,-0.04
16259,0.01,0.04,-0.03
16282,0.01,0.05,-0.04
16307,0.01,0.04,-0.03
16330,0.01,0.04,-0.03
16354,0.01,0.04,-0.03
16378,0.01,0.05,-0.04
16402,0.02,0.06,-0.04
16427,0.0,0.06,-0.06
16450,0.01,0.05,-0.04
16474,0.02,0.06,-0.04
16498,0.0,0.05,-0.04
16522,0.0,0.04,-0.04
16545,0.01,0.04,-0.03
16570,0.0,0.05,-0.05
16593,0.02,0.05,-0.03
16617,0.01,0.04,-0.02
16642,0.02,0.05,-0.02
16665,0.02,0.04,-0.02
16689,0.01,0.05,-0.04
16713,0.0,0.04,-0.04
16737,0.01,0.06,-0.05
16761,0.02,0.06,-0.04
16785,0.0,0.04,-0.04
16808,0.01,0.05,-0.04
16833,0.01,0.05,-0.04
16857,0.0,0.05,-0.04
16880,0.0,0.04,-0.04
16905,0.01,0.05,-0.04
16928,0.01,0.05,-0.03
16952,0.01,0.04,-0.03
16976,0.01,0.05,-0.04
17000,0.02,0.05,-0.03
17024,0.0,0.06,-0.05
17048,0.0,0.05,-0.04
17072,0.0,0.05,-0.05
17096,0.02,0.07,-0.05
17120,0.01,0.05,-0.04
17143,0.01,0.05,-0.04
17168,0.01,0.06,-0.05
17191,0.02,0.05,-0.03
17215,0.01,0.05,-0.04
17240,0.0,0.06,-0.06
17263,0.01,0.05,-0.04
17287,0.0,0.06,-0.06
17311,0.01,0.05,-0.04
17335,0.01,0.07,-0.06
17359,0.0,0.05,-0.04
17383,0.01,0.04,-0.03
17406,0.0,0.04,-0.03
17431,0.01,0.06,-0.04
17455,0.0,0.05,-0.04
17478,0.0,0.05,-0.05
17503,0.01,0.05,-0.04
17526,0.02,0.07,-0.05
17550,0.0,0.05,-0.04
17574,0.0,0.04,-0.04
17598,0.0,0.05,-0.05
17622,0.01,0.07,-0.06
17646,0.0,0.04,-0.04
17670,0.02,0.05,-0.03
17694,0.01,0.06,-0.05
17718,0.02,0.05,-0.03
17741,0.01,0.05,-0.03
17766,0.01,0.05,-0.04
17789,0.0,0.05,-0.05
17813,0.01,0.06,-0.05
17838,0.0,0.05,-0.05
17861,0.01,0.05,-0.04
17885,0.01,0.05,-0.04
17909,0.01,0.05,-0.04
17933,0.01,0.05,-0.04
17957,0.01,0.06,-0.05
17981,0.0,0.06,-0.05
18004,0.0,0.05,-0.05
18029,0.01,0.04,-0.03
18053,0.02,0.05,-0.03
18076,0.01,0.05,-0.03
18101,0.01,0.05,-0.03
18124,0.01,0.05,-0.03
18148,0.01,0.06,-0.05
18172,0.01,0.06,-0.05
18196,0.0,0.04,-0.04
18220,0.02,0.06,-0.04
18244,0.02,0.06,-0.04
18268,0.0,0.06,-0.05
18292,0.0,0.04,-0.04
18316,0.01,0.05,-0.04
18339,0.0,0.04,-0.04
18364,0.0,0.05,-0.04
18387,0.0,0.05,-0.05
18411,0.01,0.06,-0.05
18436,0.0,0.05,-0.05
18459,0.01,0.05,-0.03
18483,0.0,0.05,-0.05
18507,0.0,0.06,-0.05
18531,0.01,0.04,-0.03
18554,0.01,0.07,-0.06
18579,0.01,0.07,-0.06
18603,0.01,0.06,-0.04
18627,0.0,0.04,-0.04
18651,0.01,0.05,-0.03
18674,0.02,0.06,-0.04
18699,0.01,0.05,-0.04
18722,0.0,0.04,-0.04
18746,0.02,0.05,-0.03
18770,0.01,0.05,-0.04
18794,0.01,0.05,-0.04
18818,0.0,0.04,-0.04
18842,0.01,0.05,-0.03
18866,0.02,0.05,-0.03
18890,0.01,0.04,-0.03
18914,0.01,0.05,-0.04
18937,0.01,0.06,-0.05
18962,0.02,0.05,-0.03
18985,0.0,0.03,-0.03
19009,0.01,0.05,-0.04
19034,0.01,0.04,-0.03
19057,0.0,0.06,-0.06
19081,0.01,0.06,-0.04
19105,0.01,0.07,-0.05
19129,0.02,0.05,-0.03
19152,0.01,0.05,-0.04
19177,0.0,0.06,-0.05
19201,0.0,0.05,-0.04
19225,0.02,0.05,-0.03
19249,0.01,0.05,-0.04
19272,0.01,0.04,-0.02
19297,0.01,0.05,-0.04
19320,0.0,0.06,-0.06
19344,0.01,0.05,-0.04
19368,0.01,0.05,-0.04
19392,0.0,0.04,-0.04
19416,0.01,0.04,-0.03
19440,0.01,0.05,-0.04
19464,0.01,0.05,-0.04
19488,0.02,0.05,-0.03
19512,0.01,0.05,-0.04
19535,0.01,0.06,-0.05
19560,0.0,0.05,-0.04
19584,0.0,0.05,-0.04
19607,0.0,0.05,-0.05
19632,0.0,0.05,-0.05
19655,0.01,0.06,-0.05
19679,0.0,0.05,-0.04
19703,0.01,0.04,-0.03
19727,0.01,0.04,-0.03
19750,0.0,0.06,-0.05
19775,0.01,0.04,-0.03
19799,0.01,0.05,-0.04
19823,0.0,0.04,-0.04
19847,0.01,0.05,-0.03
19870,0.01,0.05,-0.04
19895,0.01,0.05,-0.03
19918,0.02,0.05,-0.03
19942,0.01,0.05,-0.03
19966,0.0,0.05,-0.04
19990,0.01,0.05,-0.04
20014,0.0,0.06,-0.05
20038,0.01,0.05,-0.04
20062,0.0,0.05,-0.05
20085,0.01,0.06,-0.05
20110,0.0,0.04,-0.04
20133,0.0,0.05,-0.04
20158,0.02,0.07,-0.04
20182,0.01,0.05,-0.04
20205,0.01,0.05,-0.03
20230,0.0,0.05,-0.05
20253,0.02,0.05,-0.03
20277,0.01,0.06,-0.05
20301,0.01,0.05,-0.04
20325,0.01,0.05,-0.03
20348,0.0,0.02,-0.01
