time, tp_a, tp_b, diff
3092,0.0,0.11,-0.1
3116,0.0,0.07,-0.07
3138,0.0,0.05,-0.05
3161,0.02,0.07,-0.05
3184,0.02,0.11,-0.09
3207,0.01,0.19,-0.18
3229,0.02,0.18,-0.16
3253,0.0,0.13,-0.13
3275,0.01,0.07,-0.05
3298,0.01,0.03,-0.02
3321,0.01,0.06,-0.05
3344,0.0,0.13,-0.13
3366,0.02,0.18,-0.16
3390,0.01,0.18,-0.16
3412,0.02,0.12,-0.1
3435,0.01,0.08,-0.07
3459,0.0,0.05,-0.04
3481,0.0,0.05,-0.05
3504,0.01,0.12,-0.11
3527,0.01,0.13,-0.12
3550,0.02,0.15,-0.13
3572,0.01,0.13,-0.11
3596,0.0,0.09,-0.08
3618,0.0,0.02,-0.02
3641,0.01,0.07,-0.05
3664,0.01,0.11,-0.1
3687,0.01,0.14,-0.13
3709,0.01,0.15,-0.14
3733,0.02,0.11,-0.08
3756,0.0,0.05,-0.05
3778,0.0,0.02,-0.02
3802,0.0,0.05,-0.04
3824,0.01,0.13,-0.12
3848,0.02,0.15,-0.13
3870,0.02,0.16,-0.14
3893,0.02,0.12,-0.1
3916,0.0,0.03,-0.03
3939,0.0,0.04,-0.04
3961,0.0,0.08,-0.08
3985,0.01,0.13,-0.12
4007,0.01,0.17,-0.16
4030,0.01,0.17,-0.16
4054,0.01,0.14,-0.13
4076,0.01,0.04,-0.03
4099,0.02,0.1,-0.08
4122,0.01,0.09,-0.08
4145,0.0,0.15,-0.15
4167,0.01,0.17,-0.15
4191,0.02,0.16,-0.13
4213,0.0,0.12,-0.12
4236,0.0,0.05,-0.05
4259,0.0,0.05,-0.05
4282,0.0,0.09,-0.09
4304,0.01,0.13,-0.12
4328,0.01,0.18,-0.17
4350,0.02,0.15,-0.13
4373,0.0,0.09,-0.09
4397,0.0,0.04,-0.04
4419,0.01,0.03,-0.02
4442,0.01,0.09,-0.07
4465,0.02,0.14,-0.12
4488,0.02,0.18,-0.16
4511,0.01,0.15,-0.14
4534,0.01,0.09,-0.08
4556,0.0,0.06,-0.06
4580,0.01,0.06,-0.05
4602,0.01,0.1,-0.09
4625,0.0,0.14,-0.13
4648,0.01,0.18,-0.17
4671,0.02,0.14,-0.12
4694,0.0,0.09,-0.09
4717,0.01,0.07,-0.06
4740,0.0,0.07,-0.06
4762,0.01,0.08,-0.07
4786,0.01,0.14,-0.13
4808,0.01,0.16,-0.15
4831,0.01,0.15,-0.14
4854,0.01,0.09,-0.08
4877,0.0,0.08,-0.07
4899,0.0,0.08,-0.08
4923,0.0,0.1,-0.09
4945,0.01,0.18,-0.16
4968,0.02,0.17,-0.15
4992,0.01,0.15,-0.14
5014,0.0,0.08,-0.08
5037,0.0,0.08,-0.08
5060,0.01,0.06,-0.04
5083,0.0,0.09,-0.08
5105,0.01,0.17,-0.16
5129,0.02,0.18,-0.15
5151,0.01,0.14,-0.13
5174,0.01,0.08,-0.07
5197,0.02,0.08,-0.06
5220,0.01,0.05,-0.03
5243,0.01,0.09,-0.08
5266,0.02,0.17,-0.15
5288,0.01,0.15,-0.14
5312,0.01,0.1,-0.09
5335,0.0,0.1,-0.1
5357,0.0,0.05,-0.04
5381,0.0,0.05,-0.05
5403,0.0,0.12,-0.11
5426,0.02,0.19,-0.17
5449,0.02,0.17,-0.15
5472,0.0,0.1,-0.1
5494,0.01,0.09,-0.08
5518,0.0,0.07,-0.07
5540,0.0,0.09,-0.09
5563,0.02,0.13,-0.11
5586,0.01,0.04,-0.02
5609,0.01,0.04,-0.03
5632,0.01,0.05,-0.04
5655,0.0,0.06,-0.05
5678,0.01,0.04,-0.02
5700,0.02,0.04,-0.02
5724,0.0,0.04,-0.04
5746,0.0,0.04,-0.04
5769,0.01,0.05,-0.03
5792,0.0,0.06,-0.05
5815,0.01,0.04,-0.03
5837,0.0,0.03,-0.03
5861,0.0,0.04,-0.04
5883,0.0,0.04,-0.04
5906,0.01,0.04,-0.02
5929,0.0,0.06,-0.06
5952,0.0,0.05,-0.05
5976,0.0,0.05,-0.04
5998,0.01,0.03,-0.02
6021,0.0,0.04,-0.04
6044,0.02,0.09,-0.07
6067,0.0,0.09,-0.09
6089,0.01,0.09,-0.08
6113,0.0,0.1,-0.1
6135,0.01,0.05,-0.04
6158,0.01,0.03,-0.02
6181,0.0,0.09,-0.08
6204,0.0,0.13,-0.12
6226,0.03,0.14,-0.11
6250,0.01,0.13,-0.12
6273,0.0,0.09,-0.09
6295,0.0,0.07,-0.06
6319,0.0,0.05,-0.05
6341,0.01,0.07,-0.06
6364,0.0,0.12,-0.12
6387,0.01,0.14,-0.12
6410,0.02,0.14,-0.12
6432,0.01,0.12,-0.11
6456,0.0,0.07,-0.07
6478,0.01,0.1,-0.09
6501,0.0,0.13,-0.12
6524,0.01,0.14,-0.13
6547,0.01,0.17,-0.15
6569,0.01,0.14,-0.12
6593,0.01,0.12,-0.1
6616,0.0,0.07,-0.07
6638,0.02,0.09,-0.07
6662,0.01,0.12,-0.11
6684,0.01,0.14,-0.13
6708,0.02,0.16,-0.14
6730,0.02,0.14,-0.12
6753,0.01,0.12,-0.11
6776,0.01,0.11,-0.09
6799,0.01,0.11,-0.1
6821,0.01,0.13,-0.12
6845,0.02,0.14,-0.12
6867,0.02,0.17,-0.15
6890,0.01,0.14,-0.12
6914,0.01,0.12,-0.1
6936,0.01,0.12,-0.1
6959,0.0,0.11,-0.11
6982,0.0,0.11,-0.11
7005,0.02,0.14,-0.12
7027,0.01,0.16,-0.15
7051,0.01,0.13,-0.12
7073,0.01,0.1,-0.09
7096,0.0,0.1,-0.09
7119,0.0,0.08,-0.08
7142,0.0,0.11,-0.11
7164,0.01,0.15,-0.14
7188,0.0,0.17,-0.17
7211,0.01,0.15,-0.14
7233,0.01,0.1,-0.09
7257,0.02,0.1,-0.08
7279,0.01,0.07,-0.06
7302,0.01,0.1,-0.08
7325,0.0,0.16,-0.16
7348,0.03,0.15,-0.12
7370,0.03,0.14,-0.11
7394,0.01,0.11,-0.1
7416,0.0,0.07,-0.07
7440,0.02,0.08,-0.06
7462,0.02,0.1,-0.08
7485,0.02,0.15,-0.13
7508,0.02,0.12,-0.1
7531,0.01,0.1,-0.09
7554,0.0,0.09,-0.08
7577,0.0,0.06,-0.05
7600,0.01,0.09,-0.08
7622,0.02,0.11,-0.09
7646,0.02,0.15,-0.13
7668,0.02,0.15,-0.12
7691,0.02,0.12,-0.1
7714,0.02,0.11,-0.09
7737,0.01,0.07,-0.06
7759,0.02,0.09,-0.07
7783,0.0,0.11,-0.11
7805,0.01,0.16,-0.15
7828,0.01,0.15,-0.13
7852,0.01,0.12,-0.11
7874,0.02,0.1,-0.08
7897,0.0,0.09,-0.09
7920,0.02,0.1,-0.08
7943,0.02,0.13,-0.11
7965,0.01,0.13,-0.12
7989,0.01,0.22,-0.21
8011,0.02,0.13,-0.11
8034,0.01,0.09,-0.08
8057,0.01,0.09,-0.07
8080,0.0,0.09,-0.08
8102,0.02,0.14,-0.12
8126,0.01,0.13,-0.12
8148,0.01,0.14,-0.12
8172,0.01,0.12,-0.11
8195,0.01,0.1,-0.09
8217,0.02,0.09,-0.07
8241,0.0,0.09,-0.09
8263,0.01,0.14,-0.13
8286,0.01,0.15,-0.13
8309,0.01,0.14,-0.13
8332,0.02,0.12,-0.1
8354,0.01,0.08,-0.07
8378,0.02,0.07,-0.05
8400,0.01,0.1,-0.09
8423,0.01,0.15,-0.14
8446,0.02,0.14,-0.12
8469,0.03,0.15,-0.12
8492,0.0,0.11,-0.11
8515,0.0,0.07,-0.07
8538,0.02,0.07,-0.05
8560,0.0,0.1,-0.1
8584,0.01,0.15,-0.14
8606,0.01,0.15,-0.13
8629,0.01,0.15,-0.14
8652,0.0,0.11,-0.11
8675,0.02,0.12,-0.1
8697,0.02,0.14,-0.12
8721,0.0,0.14,-0.14
8743,0.01,0.15,-0.14
8766,0.05,0.18,-0.13
8790,0.0,0.14,-0.14
8812,0.0,0.12,-0.12
8835,0.0,0.11,-0.11
8858,0.0,0.11,-0.11
8881,0.01,0.14,-0.12
8903,0.12,0.22,-0.1
8927,0.02,0.17,-0.15
8949,0.01,0.15,-0.14
8973,0.02,0.12,-0.1
8995,0.0,0.14,-0.13
9018,0.0,0.05,-0.04
9041,0.02,0.04,-0.02
9064,0.0,0.05,-0.04
9086,0.0,0.04,-0.04
9110,0.01,0.1,-0.09
9133,0.01,0.13,-0.11
9155,0.0,0.11,-0.11
9179,0.0,0.04,-0.04
9201,0.0,0.03,-0.03
9224,0.0,0.06,-0.05
9247,0.0,0.04,-0.03
9270,0.0,0.04,-0.04
9292,0.01,0.04,-0.03
9316,0.02,0.04,-0.02
9338,0.0,0.08,-0.08
9361,0.01,0.1,-0.09
9384,0.02,0.14,-0.12
9407,0.01,0.14,-0.13
9430,0.01,0.13,-0.12
9453,0.0,0.09,-0.09
9476,0.01,0.09,-0.08
9498,0.01,0.1,-0.09
9522,0.0,0.1,-0.09
9544,0.02,0.14,-0.12
9567,0.02,0.13,-0.11
9590,0.01,0.13,-0.12
9613,0.01,0.1,-0.09
9636,0.0,0.09,-0.09
9659,0.01,0.1,-0.09
9681,0.01,0.12,-0.11
9705,0.02,0.17,-0.15
9728,0.01,0.14,-0.12
9750,0.01,0.13,-0.12
9774,0.02,0.1,-0.08
9796,0.0,0.1,-0.1
9819,0.02,0.09,-0.07
9842,0.01,0.11,-0.1
9865,0.03,0.15,-0.12
9887,0.01,0.15,-0.14
9911,0.0,0.16,-0.15
9933,0.0,0.13,-0.12
9956,0.02,0.12,-0.09
9979,0.01,0.12,-0.11
10002,0.01,0.14,-0.12
10025,0.02,0.17,-0.15
10050,0.02,0.16,-0.14
10074,0.01,0.12,-0.11
10097,0.03,0.11,-0.08
10122,0.01,0.13,-0.12
10145,0.02,0.16,-0.14
10170,0.02,0.15,-0.12
10193,0.02,0.13,-0.11
10217,0.02,0.1,-0.08
10242,0.0,0.13,-0.12
10265,0.01,0.16,-0.14
10289,0.02,0.16,-0.14
10313,0.01,0.11,-0.1
10337,0.01,0.09,-0.08
10360,0.01,0.05,-0.04
10385,0.01,0.05,-0.04
10408,0.0,0.05,-0.05
10432,0.01,0.06,-0.05
10457,0.0,0.06,-0.05
10480,0.01,0.11,-0.1
10505,0.01,0.14,-0.13
10528,0.01,0.16,-0.14
10552,0.02,0.11,-0.09
10576,0.0,0.04,-0.04
10600,0.01,0.05,-0.03
10624,0.01,0.07,-0.06
10648,0.02,0.05,-0.03
10672,0.02,0.04,-0.02
10695,0.01,0.05,-0.04
10720,0.01,0.03,-0.02
10743,0.0,0.13,-0.12
10768,0.0,0.14,-0.13
10791,0.02,0.12,-0.09
10815,0.02,0.1,-0.08
10840,0.01,0.1,-0.09
10863,0.02,0.12,-0.1
10887,0.02,0.05,-0.03
10911,0.01,0.07,-0.06
10935,0.01,0.04,-0.03
10958,0.01,0.04,-0.03
10983,0.0,0.06,-0.05
11006,0.0,0.05,-0.04
11030,0.01,0.04,-0.03
11055,0.01,0.08,-0.06
11078,0.01,0.1,-0.08
11103,0.02,0.12,-0.1
11126,0.02,0.12,-0.1
11150,0.01,0.07,-0.06
11174,0.0,0.04,-0.04
11198,0.01,0.06,-0.04
11222,0.01,0.05,-0.04
11246,0.0,0.05,-0.04
11270,0.02,0.1,-0.08
11293,0.01,0.09,-0.08
11318,0.0,0.09,-0.09
11341,0.02,0.12,-0.1
11365,0.02,0.13,-0.11
11389,0.01,0.05,-0.04
11413,0.0,0.06,-0.06
11438,0.0,0.05,-0.05
11461,0.01,0.06,-0.05
11485,0.0,0.05,-0.04
11509,0.01,0.04,-0.03
11533,0.0,0.04,-0.04
11556,0.01,0.05,-0.04
11581,0.0,0.06,-0.05
11604,0.03,0.11,-0.08
11628,0.03,0.13,-0.1
11653,0.02,0.05,-0.03
11676,0.0,0.05,-0.05
11701,0.0,0.05,-0.05
11724,0.0,0.05,-0.04
11748,0.0,0.04,-0.04
11772,0.01,0.05,-0.04
11796,0.02,0.05,-0.03
11820,0.01,0.05,-0.03
11844,0.01,0.05,-0.04
11868,0.01,0.04,-0.03
11891,0.02,0.05,-0.03
11916,0.0,0.06,-0.05
11939,0.01,0.05,-0.04
11963,0.01,0.06,-0.05
11987,0.01,0.05,-0.04
12011,0.01,0.05,-0.04
12036,0.02,0.06,-0.04
12059,0.01,0.05,-0.04
12083,0.01,0.05,-0.04
12107,0.02,0.06,-0.04
12131,0.0,0.05,-0.05
12154,0.0,0.06,-0.05
12179,0.01,0.05,-0.04
12203,0.0,0.06,-0.05
12226,0.02,0.04,-0.02
12251,0.0,0.05,-0.05
12274,0.01,0.05,-0.04
12299,0.01,0.05,-0.04
12322,0.01,0.04,-0.03
12346,0.02,0.05,-0.03
12370,0.0,0.05,-0.04
12394,0.01,0.04,-0.03
12418,0.0,0.05,-0.05
12442,0.0,0.05,-0.05
12466,0.01,0.06,-0.05
12489,0.0,0.04,-0.04
12514,0.02,0.05,-0.03
12537,0.01,0.06,-0.05
12561,0.02,0.05,-0.03
12585,0.0,0.05,-0.04
12609,0.0,0.05,-0.05
12634,0.01,0.05,-0.04
12657,0.01,0.04,-0.03
12681,0.01,0.05,-0.04
12705,0.01,0.05,-0.04
12729,0.01,0.04,-0.03
12752,0.0,0.04,-0.04
12777,0.01,0.06,-0.05
12801,0.0,0.05,-0.05
12824,0.01,0.05,-0.04
12849,0.01,0.06,-0.04
12872,0.0,0.05,-0.05
12896,0.01,0.05,-0.04
12920,0.01,0.05,-0.04
12944,0.01,0.05,-0.04
12968,0.01,0.05,-0.04
12992,0.0,0.05,-0.04
13016,0.02,0.04,-0.02
13040,0.01,0.04,-0.03
13064,0.01,0.05,-0.03
13087,0.0,0.05,-0.05
13112,0.0,0.05,-0.05
13135,0.0,0.05,-0.04
13159,0.0,0.04,-0.04
13184,0.01,0.07,-0.05
13207,0.0,0.06,-0.05
13232,0.01,0.05,-0.04
13255,0.01,0.06,-0.04
13279,0.02,0.05,-0.03
13303,0.0,0.05,-0.05
13327,0.01,0.05,-0.04
13350,0.01,0.05,-0.04
13375,0.01,0.05,-0.04
13399,0.01,0.06,-0.04
13422,0.01,0.05,-0.04
13447,0.01,0.05,-0.04
13470,0.0,0.04,-0.03
13494,0.01,0.05,-0.04
13518,0.0,0.06,-0.05
13542,0.0,0.04,-0.04
13566,0.01,0.05,-0.04
13590,0.0,0.05,-0.04
13614,0.01,0.05,-0.04
13638,0.01,0.05,-0.03
13662,0.01,0.05,-0.04
13685,0.01,0.05,-0.04
13710,0.02,0.06,-0.04
13733,0.0,0.04,-0.04
13757,0.01,0.05,-0.04
13782,0.0,0.05,-0.05
13805,0.01,0.06,-0.04
13830,0.0,0.06,-0.05
13853,0.0,0.05,-0.05
13877,0.0,0.05,-0.05
13901,0.0,0.05,-0.05
13925,0.01,0.05,-0.04
13948,0.01,0.05,-0.04
13973,0.02,0.06,-0.04
13997,0.01,0.05,-0.04
14020,0.02,0.04,-0.02
14045,0.01,0.06,-0.05
14068,0.01,0.05,-0.04
14092,0.0,0.04,-0.04
14116,0.01,0.05,-0.04
14140,0.01,0.05,-0.04
14164,0.0,0.05,-0.05
14188,0.01,0.06,-0.05
14212,0.01,0.05,-0.03
14236,0.01,0.04,-0.02
14260,0.0,0.05,-0.04
14283,0.0,0.06,-0.06
14308,0.01,0.04,-0.03
14331,0.0,0.04,-0.04
14355,0.0,0.05,-0.05
14380,0.0,0.04,-0.04
14403,0.01,0.04,-0.03
14427,0.01,0.04,-0.03
14451,0.01,0.05,-0.03
14475,0.01,0.05,-0.04
14499,0.01,0.04,-0.03
14523,0.02,0.04,-0.02
14546,0.01,0.05,-0.04
14571,0.0,0.04,-0.04
14595,0.02,0.04,-0.02
14618,0.01,0.05,-0.04
14643,0.0,0.06,-0.05
14666,0.0,0.06,-0.05
14690,0.01,0.05,-0.04
14714,0.01,0.04,-0.03
14738,0.0,0.06,-0.05
14763,0.01,0.06,-0.04
14786,0.0,0.06,-0.06
14810,0.02,0.04,-0.02
14834,0.01,0.06,-0.05
14858,0.01,0.05,-0.04
14881,0.01,0.05,-0.04
14906,0.01,0.05,-0.04
14929,0.0,0.07,-0.06
14953,0.01,0.05,-0.04
14978,0.02,0.06,-0.04
15001,0.01,0.04,-0.03
15025,0.01,0.05,-0.04
15049,0.01,0.05,-0.04
15073,0.0,0.05,-0.05
15097,0.0,0.07,-0.07
15121,0.01,0.04,-0.03
15144,0.01,0.05,-0.04
15169,0.0,0.04,-0.04
15193,0.01,0.05,-0.04
15216,0.02,0.06,-0.04
15241,0.01,0.06,-0.04
15264,0.0,0.04,-0.04
15288,0.0,0.06,-0.05
15312,0.0,0.06,-0.05
15336,0.01,0.04,-0.03
15361,0.0,0.05,-0.04
15384,0.01,0.05,-0.04
15408,0.01,0.05,-0.03
15432,0.01,0.05,-0.04
15456,0.02,0.05,-0.03
15479,0.02,0.04,-0.02
15504,0.01,0.05,-0.04
15527,0.0,0.05,-0.05
15551,0.0,0.05,-0.04
15576,0.0,0.05,-0.04
15599,0.02,0.06,-0.04
15623,0.0,0.05,-0.05
15647,0.01,0.05,-0.03
15671,0.01,0.05,-0.04
15695,0.01,0.06,-0.04
15719,0.01,0.04,-0.03
15742,0.01,0.05,-0.04
15767,0.0,0.04,-0.03
15791,0.0,0.05,-0.04
15814,0.01,0.05,-0.04
15839,0.01,0.05,-0.04
15862,0.0,0.06,-0.06
15886,0.01,0.06,-0.05
15910,0.01,0.04,-0.03
15934,0.01,0.05,-0.04
15958,0.0,0.04,-0.04
15982,0.01,0.04,-0.03
16006,0.0,0.06,-0.05
16030,0.01,0.04,-0.03
16054,0.01,0.06,-0.05
16077,0.0,0.05,-0.05
16102,0.01,0.06,-0.05
16125,0.01,0.05,-0.03
16149,0.01,0.05,-0.04
16174,0.01,0.05,-0.04
16197,0.02,0.05,-0.03
16221,0.01,0.04,-0.03
16245,0.0,0.05,-0.05
16269,0.0,0.05,-0.04
16293,0.01,0.05,-0.04
16317,0.01,0.05,-0.03
16340,0.01,0.06,-0.05
16365,0.01,0.04,-0.03
16389,0.01,0.06,-0.04
16412,0.0,0.04,-0.04
16437,0.0,0.04,-0.04
16460,0.01,0.05,-0.04
16484,0.0,0.05,-0.05
16508,0.0,0.04,-0.04
16532,0.0,0.06,-0.05
16556,0.01,0.06,-0.05
16580,0.02,0.05,-0.03
16604,0.01,0.06,-0.04
16628,0.01,0.05,-0.03
16652,0.01,0.05,-0.04
16675,0.01,0.05,-0.04
16700,0.01,0.05,-0.04
16723,0.0,0.05,-0.04
16747,0.02,0.05,-0.03
16772,0.0,0.05,-0.05
16795,0.01,0.05,-0.04
16819,0.01,0.05,-0.04
16843,0.01,0.04,-0.03
16867,0.01,0.04,-0.03
16891,0.01,0.06,-0.04
16915,0.01,0.06,-0.04
16939,0.02,0.05,-0.03
16963,0.0,0.05,-0.04
16987,0.01,0.04,-0.03
17010,0.0,0.05,-0.05
17035,0.0,0.05,-0.04
17058,0.01,0.05,-0.04
17082,0.0,0.05,-0.04
17106,0.01,0.06,-0.05
17130,0.0,0.05,-0.05
17154,0.01,0.04,-0.03
17178,0.02,0.04,-0.02
17202,0.01,0.06,-0.05
17226,0.0,0.05,-0.05
17250,0.02,0.06,-0.04
17273,0.01,0.05,-0.04
17298,0.01,0.05,-0.04
17321,0.0,0.04,-0.04
17345,0.01,0.05,-0.04
17370,0.0,0.05,-0.05
17393,0.02,0.04,-0.02
17417,0.02,0.05,-0.03
17441,0.01,0.05,-0.04
17465,0.02,0.04,-0.02
17488,0.01,0.06,-0.04
17513,0.0,0.05,-0.05
17537,0.01,0.05,-0.04
17561,0.0,0.04,-0.04
17585,0.01,0.06,-0.04
17608,0.0,0.05,-0.05
17633,0.01,0.04,-0.03
17656,0.01,0.05,-0.04
17680,0.01,0.05,-0.04
17704,0.0,0.05,-0.05
17728,0.01,0.04,-0.03
17752,0.01,0.04,-0.03
17776,0.01,0.04,-0.03
17800,0.01,0.05,-0.04
17824,0.01,0.05,-0.04
17848,0.0,0.05,-0.05
17871,0.0,0.04,-0.04
17896,0.02,0.05,-0.03
17920,0.01,0.05,-0.04
17943,0.0,0.06,-0.06
17968,0.01,0.05,-0.04
17991,0.0,0.06,-0.05
18015,0.0,0.05,-0.05
18039,0.0,0.05,-0.05
18063,0.01,0.06,-0.05
18086,0.01,0.05,-0.04
18111,0.01,0.05,-0.03
18135,0.0,0.04,-0.04
18159,0.02,0.04,-0.02
18183,0.01,0.05,-0.04
18206,0.01,0.06,-0.04
18231,0.0,0.06,-0.05
18254,0.01,0.04,-0.03
18278,0.0,0.06,-0.05
18302,0.01,0.06,-0.05
18326,0.0,0.05,-0.05
18350,0.01,0.04,-0.03
18374,0.01,0.05,-0.04
18398,0.01,0.06,-0.05
18422,0.0,0.04,-0.04
18446,0.01,0.05,-0.04
18469,0.0,0.06,-0.05
18494,0.0,0.04,-0.04
18518,0.01,0.07,-0.05
18541,0.01,0.06,-0.04
18566,0.01,0.05,-0.04
18589,0.01,0.04,-0.03
18613,0.01,0.06,-0.05
18637,0.01,0.05,-0.03
18661,0.01,0.04,-0.03
18684,0.01,0.05,-0.04
18709,0.0,0.05,-0.05
18733,0.02,0.04,-0.02
18757,0.01,0.05,-0.03
18781,0.02,0.04,-0.02
18804,0.0,0.05,-0.05
18829,0.01,0.05,-0.04
18852,0.01,0.04,-0.02
18876,0.01,0.04,-0.03
18900,0.02,0.04,-0.02
18924,0.01,0.05,-0.04
18948,0.02,0.05,-0.03
18972,0.02,0.05,-0.03
18996,0.01,0.05,-0.04
19019,0.01,0.05,-0.04
19044,0.01,0.05,-0.04
19067,0.01,0.05,-0.03
19092,0.02,0.04,-0.02
19116,0.0,0.06,-0.06
19139,0.01,0.05,-0.04
19164,0.02,0.05,-0.03
19187,0.01,0.05,-0.04
19211,0.01,0.05,-0.04
19235,0.0,0.05,-0.04
19259,0.0,0.04,-0.04
19282,0.01,0.05,-0.04
19307,0.0,0.05,-0.04
19331,0.01,0.06,-0.04
19355,0.0,0.06,-0.05
19379,0.01,0.05,-0.04
19402,0.01,0.05,-0.04
19427,0.0,0.06,-0.06
19450,0.0,0.06,-0.05
19474,0.0,0.05,-0.05
19499,0.02,0.04,-0.02
19522,0.01,0.04,-0.03
19546,0.02,0.05,-0.03
19570,0.01,0.04,-0.03
19594,0.01,0.04,-0.03
19617,0.01,0.04,-0.03
19642,0.01,0.05,-0.03
19665,0.0,0.05,-0.05
19690,0.0,0.05,-0.05
19714,0.0,0.05,-0.04
19737,0.01,0.05,-0.04
19762,0.01,0.04,-0.03
19785,0.01,0.05,-0.04
19809,0.02,0.04,-0.02
19833,0.01,0.04,-0.03
19857,0.02,0.04,-0.02
19880,0.01,0.06,-0.05
19905,0.01,0.04,-0.03
19929,0.0,0.06,-0.05
19953,0.0,0.04,-0.04
19977,0.0,0.04,-0.03
20000,0.01,0.05,-0.04
20025,0.0,0.06,-0.05
20048,0.0,0.04,-0.04
20072,0.0,0.06,-0.05
20097,0.01,0.05,-0.03
20120,0.01,0.05,-0.04
20144,0.0,0.05,-0.05
20168,0.0,0.04,-0.04
20192,0.01,0.05,-0.04
20215,0.01,0.05,-0.04
20240,0.01,0.06,-0.05
20263,0.0,0.05,-0.04
20288,0.01,0.05,-0.04
20312,0.01,0.05,-0.03
20335,0.01,0.04,-0.03
20360,0.02,0.04,-0.02
